id,event_id,source,source_event_id,municipio_id,lugar,localidad_key,direccion,enlaceboletos
688,228,ticketera,premios-tu-musica-urbana,65,Coca-Cola Music Hall,65|coca cola music hall,"Coca-Cola Music Hall, San Juan",https://www.ticketera.com/events/detail/premios-tu-musica-urbana
689,229,ticketera,la-iglesia-en-la-calle,65,Coca-Cola Music Hall,65|coca cola music hall,"Coca-Cola Music Hall, San Juan",https://www.ticketera.com/events/detail/la-iglesia-en-la-calle
690,230,ticketera,dante-gebel-1,65,Coca-Cola Music Hall,65|coca cola music hall,"Coca-Cola Music Hall, San Juan",https://www.ticketera.com/events/detail/dante-gebel-1
691,231,ticketera,george-lopez-live,65,Coca-Cola Music Hall,65|coca cola music hall,"Coca-Cola Music Hall, San Juan",https://www.ticketera.com/events/detail/george-lopez-live
692,232,ticketera,elsa-y-elmar,65,Coca-Cola Music Hall,65|coca cola music hall,"Coca-Cola Music Hall, San Juan",https://www.ticketera.com/events/detail/elsa-y-elmar
693,233,ticketera,ub40,65,Coca-Cola Music Hall,65|coca cola music hall,"Coca-Cola Music Hall, San Juan",https://www.ticketera.com/events/detail/ub40
694,234,ticketera,fronti-el-diamond-forever,65,Coca-Cola Music Hall,65|coca cola music hall,"Coca-Cola Music Hall, San Juan",https://www.ticketera.com/events/detail/fronti-el-diamond-forever
695,235,ticketera,el-mentalista,13,Bellas Artes de Caguas,13|bellas artes de caguas,Bellas Artes de Caguas,https://www.ticketera.com/events/detail/el-mentalista
696,236,ticketera,odilio-gonzalez-la-despedida-1,13,Bellas Artes de Caguas,13|bellas artes de caguas,Bellas Artes de Caguas,https://www.ticketera.com/events/detail/odilio-gonzalez-la-despedida-1
697,237,ticketera,camerata-coral-con-calle,13,Bellas Artes de Caguas,13|bellas artes de caguas,Bellas Artes de Caguas,https://www.ticketera.com/events/detail/camerata-coral-con-calle
698,238,ticketera,dancing-queen-abba-tributo-filarmonico,13,Bellas Artes de Caguas,13|bellas artes de caguas,Bellas Artes de Caguas,https://www.ticketera.com/events/detail/dancing-queen-abba-tributo-filarmonico
699,239,ticketera,el-padre-le-pere,50,Teatro Yagüez,50|teatro yaguez,"Teatro Yagüez, Mayagüez",https://www.ticketera.com/events/detail/el-padre-le-pere
700,239,ticketera,el-padre-le-pere,13,Bellas Artes de Caguas,13|bellas artes de caguas,Bellas Artes de Caguas,https://www.ticketera.com/events/detail/el-padre-le-pere
701,240,ticketera,charlie-zaa-nacer-de-nuevo-tour,13,Bellas Artes de Caguas,13|bellas artes de caguas,Bellas Artes de Caguas,https://www.ticketera.com/events/detail/charlie-zaa-nacer-de-nuevo-tour
702,241,ticketera,puerto-rico-beer-fest-9e1sht,16,Vivo Beach Club,16|vivo beach club,"Vivo Beach Club, Carolina",https://www.ticketera.com/events/detail/puerto-rico-beer-fest-9e1sht
703,242,ticketera,mario-vi-10-anos-sin-reirme,13,Moneró Café Teatro & Bar,13|monero cafe teatro and bar,"Moneró Café Teatro & Bar, Caguas",https://www.ticketera.com/events/detail/mario-vi-10-anos-sin-reirme
704,243,ticketera,don-esteban-luis-esteban-perico-ortiz-y-carlos-esteban-fonseca,13,Moneró Café Teatro & Bar,13|monero cafe teatro and bar,"Moneró Café Teatro & Bar, Caguas",https://www.ticketera.com/events/detail/don-esteban-luis-esteban-perico-ortiz-y-carlos-esteban-fonseca
705,244,ticketera,desde-el-componente-de-mama-musica-risas-y-nostalgia,13,Moneró Café Teatro & Bar,13|monero cafe teatro and bar,"Moneró Café Teatro & Bar, Caguas",https://www.ticketera.com/events/detail/desde-el-componente-de-mama-musica-risas-y-nostalgia
