nombre,telefono,direccion,latitud,longitud,municipio,categoria
Luquillo Beach Bakery Brunch & Lunch,,"153 Calle Marginal, Playa Fortuna, Luquillo 00773, Puerto Rico",18.3795427,-65.743743,Luquillo,Postres
PalettAmérica Luquillo,,"119a Cll Fernández Garcia, Luquillo, 00773, Puerto Rico",18.3761157,-65.7154024,Luquillo,Postres
"Simple Food -""Breakfast & Lunch""",,"60 Cll 14 De Julio, Luquillo, 00773, Puerto Rico",18.3760116,-65.71640239999999,Luquillo,Postres
773 Ice Cream & Co.,,"53 Cll 14 De Julio, Luquillo, 00773, Puerto Rico",18.3766906,-65.7160569,Luquillo,Postres
"Panderri Bakery & Restaurant /Breakfast, Lunch,Dinner & Brunch",,"Carretera 193, 4 Condominio, Luquillo, 00773, Puerto Rico",18.3802399,-65.7213572,Luquillo,Restaurantes
Frutera Flores,,"Barrio mameyes 1 carr 3, km32 H 9, Luquillo, 00773, Puerto Rico",18.3761017,-65.7548683,Luquillo,Postres
Vive La Vida Brunch & Waves,,"97HM+VFV, Calle C, Luquillo, 00773, Puerto Rico",18.3797448,-65.7163156,Luquillo,Postres
Cafetería La Diferencia,,"35 Cll Roosevelt, Luquillo, 00773, Puerto Rico",18.3774593,-65.7176439,Luquillo,Postres
"Alicia's Bakery, Brunch & Lunch.",,"Calle 988 Parcelas, 314, Luquillo, 00773, Puerto Rico",18.346141,-65.7116418,Luquillo,Postres
Antique Bakery,,"Luquillo, 00773, Puerto Rico",18.3735395,-65.7204498,Luquillo,Postres
Flor de Coco,,"Kiosko de Luquillo #53, Luquillo, 00773, Puerto Rico",18.381047,-65.7342857,Luquillo,Postres
El Cafecito Rústico,,"Km 41 3 Calle 4, Luquillo, 00773, Puerto Rico",18.3525323,-65.69252159999999,Luquillo,Postres
Rincón del Sabor,,"263 Cll Fernández Garcia, Luquillo, 00773, Puerto Rico",18.3743119,-65.71546900000001,Luquillo,Postres
Cremaldi,,"60 Calle Unión, Fajardo, 00738, Puerto Rico",18.3286049,-65.6500516,Luquillo,Postres
CNOTE Jazz Club,,"156 Cll Fernández Garcia, Luquillo, 00773, Puerto Rico",18.3756913,-65.714893,Luquillo,Jangueo
El Patio 773,,"Playa La Pared, Cll Herminio Diaz Navarro, Luquillo, 00773, Puerto Rico",18.3762695,-65.71467679999999,Luquillo,Jangueo
Bikini Sport Bar,,"Luquillo, 00773, Puerto Rico",18.3808717,-65.7348052,Luquillo,Jangueo
El Flamboyán,,"97JH+4CM, PR-193, Luquillo, 00773, Puerto Rico",18.3803293,-65.7214594,Luquillo,Jangueo
Boardrider's Surf Bar and Grill,,"US, 25 Calle Veve Calzada, Luquillo, 00773, Puerto Rico",18.376575,-65.7150545,Luquillo,Jangueo
"Restaurante Jibaro's Borinquen, Kiosko 22",,"Kiosko 22, Playa Fortuna, Luquillo 00773, Puerto Rico",18.3804132,-65.7364224,Luquillo,Restaurantes
TAKIRRIQUEÑO LUQUILLO,,"Km0.1 Carr.991, Luquillo, 00773, Puerto Rico",18.3634532,-65.7227772,Luquillo,Jangueo
El Jefe Burger Shack And Mojito Factory,,"Rout 3, KM 34.5, Cll 14 De Julio, Luquillo, 00773, Puerto Rico",18.3801864,-65.73729519999999,Luquillo,Jangueo
El Patio 773,,"Playa La Pared, Cll Herminio Diaz Navarro, Luquillo, 00773, Puerto Rico",18.3762695,-65.71467679999999,Luquillo,Jangueo
El Tipico,,"119 Cll Fernández Garcia, Luquillo, 00773, Puerto Rico",18.3751949,-65.7154139,Luquillo,Jangueo
Carabalí Bar & Grill,,"Avenida A, Luquillo 00773, Puerto Rico",18.3645181,-65.7636588,Luquillo,Jangueo
Bikini Sport Bar,,"Luquillo, 00773, Puerto Rico",18.3808717,-65.7348052,Luquillo,Jangueo
A Fuego Bar & Restaurant,,"Kioskos de Luquillo #50, Luquillo, 00773, Puerto Rico",18.3809713,-65.7345346,Luquillo,Restaurantes
El Flamboyán,,"97JH+4CM, PR-193, Luquillo, 00773, Puerto Rico",18.3803293,-65.7214594,Luquillo,Jangueo
ElArrecifeBar&Restaurant,,"3 C. Marginal, Luquillo, 00773, Puerto Rico",18.3806635,-65.7356331,Luquillo,Restaurantes
The Sweet Corner Co.,,"La pared beach, Luquillo, 00773, Puerto Rico",18.3762465,-65.71472659999999,Luquillo,Jangueo
Rincón del Sabor,,"263 Cll Fernández Garcia, Luquillo, 00773, Puerto Rico",18.3743119,-65.71546900000001,Luquillo,Jangueo
Drink&Play Rest.,,"97J7+6MR, C. Marginal, Luquillo, 00773, Puerto Rico",18.3806308,-65.7358739,Luquillo,Jangueo
Boardrider's Surf Bar and Grill,,"US, 25 Calle Veve Calzada, Luquillo, 00773, Puerto Rico",18.376575,-65.7150545,Luquillo,Jangueo
MojitoLab,,"7 C. Marginal, Luquillo, 00773, Puerto Rico",18.381074,-65.7340672,Luquillo,Jangueo
La Fonda Gourmet,,"111 Cll Fernández Garcia, Luquillo, 00773, Puerto Rico",18.3762692,-65.7157204,Luquillo,Jangueo
El Jefe Burger Shack And Mojito Factory,,"Rout 3, KM 34.5, Cll 14 De Julio, Luquillo, 00773, Puerto Rico",18.3801864,-65.73729519999999,Luquillo,Jangueo
"Restaurante Jibaro's Borinquen, Kiosko 22",,"Kiosko 22, Playa Fortuna, Luquillo 00773, Puerto Rico",18.3804132,-65.7364224,Luquillo,Restaurantes
Nativa Latin Cuisine,,"Luquillo, 00773, Puerto Rico",18.3801395,-65.7374829,Luquillo,Jangueo
TAKIRRIQUEÑO LUQUILLO,,"Km0.1 Carr.991, Luquillo, 00773, Puerto Rico",18.3634532,-65.7227772,Luquillo,Jangueo
Edelweiss Bar & Grill,,"C. Marginal, Luquillo, 00773, Puerto Rico",18.3807364,-65.7353749,Luquillo,Jangueo
CNOTE Jazz Club,,"156 Cll Fernández Garcia, Luquillo, 00773, Puerto Rico",18.3756913,-65.714893,Luquillo,Jangueo
La Parrilla,,"PR-193, Luquillo, 00773, Puerto Rico",18.3799454,-65.73818419999999,Luquillo,Jangueo
Terruño,,"PR-3, Luquillo, 00773, Puerto Rico",18.380364,-65.7367238,Luquillo,Jangueo
Revolution Pizza Shop,,"solar 34, Luquillo, 00773, Puerto Rico",18.3807469,-65.73562869999999,Luquillo,Jangueo
Tu Viandon,,"97PF+5HQ, Luquillo, 00773, Puerto Rico",18.384811,-65.72935249999999,Luquillo,Jangueo
SOTO SPORT BAR & RESTAURANT,,"Urb, I11 Av. Baralt, Fajardo, 00738, Puerto Rico",18.3369602,-65.6629727,Luquillo,Restaurantes
Sama,,"A2, Luquillo, 00773, Puerto Rico",18.3776902,-65.7161229,Luquillo,Jangueo
Bungalu Rest & Bar,,"PR-968, Río Grande, 00745, Puerto Rico",18.3708828,-65.7686495,Luquillo,Jangueo
SolÉo,,"Carr PR-3 marginal, Sector, Playa Fortuna, Luquillo 00773, Puerto Rico",18.3798151,-65.7456196,Luquillo,Jangueo
Costa Azul Restaurant & Lounge,,"FG86+7WV, Manatí, 00674, Puerto Rico",18.46612,-66.4882155,Manatí,Restaurantes
Restaurant El Tren de Cano,,"Carr. #2 K.M 48.0, Manatí, 00674, Puerto Rico",18.4329615,-66.4773421,Manatí,Restaurantes
Freddy's Burger,,"Carretera 685 Manatí, Puerto Rico, Tierras Nuevas Poniente, Manatí 00674, Puerto Rico",18.4631655,-66.4926614,Manatí,Restaurantes
El Campito Restaurant Manati,,"PR-6668, Manatí, 00674, Puerto Rico",18.4193133,-66.4833885,Manatí,Restaurantes
Rock Out Café,,"Villa Maria Marginal A-1 Esquina, Calle Francisco Alvarez, Manatí, 00674, Puerto Rico",18.4305896,-66.4911499,Manatí,Restaurantes
El Mesón Sandwiches (Manatí),,"Carr. #2 km. 4.8 Esq. Carr. 149, Manatí, 00674, Puerto Rico",18.431249,-66.4756553,Manatí,Restaurantes
Sartenes,,"Coto Nte., Manatí, 00674, Puerto Rico",18.4389736,-66.4519262,Manatí,Restaurantes
Pollo Costero,,"Manatí, 00674, Puerto Rico",18.4476104,-66.4982184,Manatí,Restaurantes
K-feína Coffee Shop Manatí,,"PR-64Sxtfg3, Manatí, 00674, Puerto Rico",18.3792624,-66.4835458,Manatí,Restaurantes
Pastelillos Lamboy,,"carretera #2 kilometro 45.4, Manatí, 00674, Puerto Rico",18.4384773,-66.4529841,Manatí,Restaurantes
Donde no te ven,,"6684, Km. 0.4, Manatí, 00674, Puerto Rico",18.4668366,-66.49432890000001,Manatí,Restaurantes
PanPan Manati,,"PR-685 k.m. 4.7, Manatí, 00674, Puerto Rico",18.4655127,-66.4923165,Manatí,Restaurantes
Las Palmas Manati,,"Car. 685, Km. 6.5, Manatí, 00674, Puerto Rico",18.464549,-66.4751658,Manatí,Restaurantes
Rico Arepa,,"KM.HM 2.9 CARR 685 BO, Tierras Nuevas Poniente, Manatí 00674, Puerto Rico",18.4655895,-66.4863353,Manatí,Restaurantes
Veronica's Bakery,,"Puerto Rico 2, 00674, Manatí 00674, Puerto Rico",18.4358307,-66.4646437,Manatí,Restaurantes
Pa'l diente,,"Carr #2 km 46.1, Manatí 00674, Puerto Rico",18.4377139,-66.4602493,Manatí,Restaurantes
Wingstop,,"Km 50 PR-2, Manatí, 00674, Puerto Rico",18.4289181,-66.4976866,Manatí,Restaurantes
Fu Hou Sushi Bar,,"119 Carretera 149, Manatí, 00674, Puerto Rico",18.4312983,-66.47614109999999,Manatí,Restaurantes
Lechonera Rancho Alegre,,"Unnamed Road, CG9G+QRX, Manatí, 00674, Puerto Rico",18.4194886,-66.47289599999999,Manatí,Restaurantes
Atenas Bakery,,"Plaza Puerta del Sol, 7 PR-2 km. 49, Manatí, 00674, Puerto Rico",18.4306012,-66.4926997,Manatí,Restaurantes
LongHorn Steakhouse,,"Hotel Hyatt, PR-149 Carr Puerto Rico 2, Manatí, 00674, Puerto Rico",18.4342211,-66.4767198,Manatí,Restaurantes
Pa'l Alambique,,"Barrio Tierras Nueva Carr La Luisa 616, Km 0.4, Manati, Manatí 00674, Puerto Rico",18.4482841,-66.50194809999999,Manatí,Restaurantes
Mitaza Coffee House,,"PR-685 BO Km 2.6, Manatí, 00674, Puerto Rico",18.4483405,-66.4976712,Manatí,Restaurantes
Pura Pesca,,"Km. 3 Carr. 684 Barceloneta Puerto Rico, Barceloneta 00617, Puerto Rico",18.481543,-66.537786,Manatí,Restaurantes
El Nuevo Auténtico,,"Dropped Pin near Yeguada Vega Baja 00693, Vega Baja 00693, Puerto Rico",18.4817398,-66.42316869999999,Manatí,Restaurantes
K-feína Coffee Shop Manatí,,"PR-64Sxtfg3, Manatí, 00674, Puerto Rico",18.3792624,-66.4835458,Manatí,Coffee Shops
Coffee & Co. Bistro and Coffee Shop,,"Calle Flamboyan Edif. Oharrys SUITE 1, Manatí, 00674, Puerto Rico",18.4314784,-66.4821994,Manatí,Coffee Shops
D' La Torre Coffee Shop,,"00674 Calle Tito Piñero, Manatí, 00674, Puerto Rico",18.4304247,-66.4849408,Manatí,Coffee Shops
Mitaza Coffee House,,"PR-685 BO Km 2.6, Manatí, 00674, Puerto Rico",18.4483405,-66.4976712,Manatí,Coffee Shops
Wilo’s Café,,"Calle Orilla, Tierras Nuevas Poniente, Manatí 00674, Puerto Rico",18.4680843,-66.4963937,Manatí,Coffee Shops
Rustikka Coffee Shop,,"43 Calle Caribe, Manatí, 00674, Puerto Rico",18.4291513,-66.48877879999999,Manatí,Coffee Shops
Veronica's Bakery,,"Puerto Rico 2, 00674, Manatí 00674, Puerto Rico",18.4358307,-66.4646437,Manatí,Coffee Shops
Atenas Bakery,,"Plaza Puerta del Sol, 7 PR-2 km. 49, Manatí, 00674, Puerto Rico",18.4306012,-66.4926997,Manatí,Panaderías
Veronica's Bakery,,"Puerto Rico 2, 00674, Manatí 00674, Puerto Rico",18.4358307,-66.4646437,Manatí,Panaderías
Panaderia y Reposteria San Jose,,"#45 Vending St, Manatí, 00674, Puerto Rico",18.425654,-66.4875088,Manatí,Panaderías
Sobao Bakery & Restaurant,,"00927 Avenue de Diego, San Juan, 00921, Puerto Rico",18.3885685,-66.0833135,Manatí,Restaurantes
FL Bakery Camuy,,"275 Ave Luis Munoz Rivera, Camuy, 00627, Puerto Rico",18.4818579,-66.8526685,Manatí,Panaderías
Panaderia Codilia,,"panaderia codilia carr 643, Manatí 00674, Puerto Rico",18.3807661,-66.4690279,Manatí,Panaderías
Pastry Chef D'Cabrera,,"Urb Estancias de Manati #189, Manatí, 00674, Puerto Rico",18.434877,-66.4953999,Manatí,Panaderías
Rock Out Café,,"Villa Maria Marginal A-1 Esquina, Calle Francisco Alvarez, Manatí, 00674, Puerto Rico",18.4305896,-66.4911499,Manatí,Jangueo
Pata Pata,,"FG23+F8X, PR-1685, Manatí, 00674, Puerto Rico",18.4522749,-66.4968712,Manatí,Jangueo
Todo Pasa Sport Bar,,"CGJ7+WP2, Cll Fernandez Vangas, Manatí, 00674, Puerto Rico",18.4323333,-66.4856111,Manatí,Jangueo
Las Palmas Manati,,"Car. 685, Km. 6.5, Manatí, 00674, Puerto Rico",18.464549,-66.4751658,Manatí,Jangueo
La Tranka Sport Bar,,"PR-1685, Manatí, 00674, Puerto Rico",18.4504842,-66.4967849,Manatí,Jangueo
PIGS Beer Garden,,"25 Altos, Paseo del Atenas, Manatí, 00674, Puerto Rico",18.4282406,-66.4940479,Manatí,Jangueo
Expreso Beer and More,,"Carretera 149, Manatí, 00674, Puerto Rico",18.383665,-66.4837368,Manatí,Jangueo
Sartenes,,"Coto Nte., Manatí, 00674, Puerto Rico",18.4389736,-66.4519262,Manatí,Jangueo
Costa Azul Restaurant & Lounge,,"FG86+7WV, Manatí, 00674, Puerto Rico",18.46612,-66.4882155,Manatí,Restaurantes
Fu Hou Sushi Bar,,"119 Carretera 149, Manatí, 00674, Puerto Rico",18.4312983,-66.47614109999999,Manatí,Jangueo
FELO'S FOOD TRUCK,,"playa, Vega Baja 00693, Puerto Rico",18.4897406,-66.3989244,Manatí,Food Trucks
The PATRON Food Factory (MANATÍ),,"Carretera 149, Manatí, 00674, Puerto Rico",18.4289517,-66.4750551,Manatí,Food Trucks
Criollísimo Foodtruck,,"Carr 668, Cam La Inmaculada, Altagracia, Manatí 00674, Puerto Rico",18.4361656,-66.4799918,Manatí,Food Trucks
La 42 Food Truck Park,,"Carr Puerto Rico 2 km 42.2, Vega Baja, 00693, Puerto Rico",18.4422978,-66.42437939999999,Manatí,Food Trucks
Pa'l diente,,"Carr #2 km 46.1, Manatí 00674, Puerto Rico",18.4377139,-66.4602493,Manatí,Food Trucks
Sushi On The Road,,"Coto Norte, Manatí 00674, Puerto Rico",18.4392411,-66.445911,Manatí,Food Trucks
Tripleta El Famoso Food Truck,,"Km 79.2, PR-3, Humacao, 00791, Puerto Rico",18.145546,-65.8132372,Manatí,Food Trucks
Poly's Food Truck,,"PR-2 km 46.6, Manatí, 00674, Puerto Rico",18.4377475,-66.4590937,Manatí,Food Trucks
Miramar Food Truck Park,,"1006 Av. de la Constitución, San Juan, 00907, Puerto Rico",18.4531242,-66.07851149999999,Manatí,Food Trucks
Cupey Food Truck Park,,"PR-176, antes calle Tejas, Ave Victor M Labiosa, San Juan, 00926, Puerto Rico",18.375297,-66.05441569999999,Manatí,Food Trucks
Polys Food Truck,,"PR-2 km 46.6, Manatí, 00674, Puerto Rico",18.4377351,-66.4590441,Manatí,Food Trucks
D’licias Food Truck,,"barrio puerto blanco, Florida, 00650, Puerto Rico",18.389643,-66.576973,Manatí,Food Trucks
Las Tacas de La Chiquita,,"Estados Unidos, PR-685, Manatí, 00674, Puerto Rico",18.4662188,-66.4896428,Manatí,Food Trucks
Bistruck PR,,"PR-2 km 42.2, Vega Baja, 00693, Puerto Rico",18.4424166,-66.4248125,Manatí,Food Trucks
Sabores Criollos Food Truck,,"CHVM+GXM, Vega Baja, 00693, Puerto Rico",18.4438473,-66.4150746,Manatí,Food Trucks
Kerepakupai Vená Food truck,,"Carr Puerto Rico 2 Km 3.9, San Juan, 00901, Puerto Rico",18.421583,-66.0987379,Manatí,Food Trucks
La Turistica Food Truck,,"119 Carretera 149, Manatí, 00674, Puerto Rico",18.4276932,-66.47440639999999,Manatí,Food Trucks
La Revancha foodtruck,,"PR-2, Vega Baja, 00693, Puerto Rico",18.4425118,-66.4243193,Manatí,Food Trucks
Leña Eh Food Truck,,"1006 PR-25, San Juan, 00901, Puerto Rico",18.4530985,-66.0785191,Manatí,Food Trucks
Con-Tenedores Food Truck Park,,"45WP+3RH, Bo, Humacao, 00791, Puerto Rico",18.1451794,-65.8128978,Manatí,Food Trucks
Los Kangri Sandwiches,,"Carretera 149 km 1.4 (1.95 mi, Manatí, 00674, Puerto Rico",18.4292292,-66.4748261,Manatí,Food Trucks
Al Diente Caliente,,"CGJ5+GJ5, PR-2, Manatí, 00674, Puerto Rico",18.431263,-66.49087949999999,Manatí,Food Trucks
Xanders,,"PR-199, Guaynabo, 00969, Puerto Rico",18.3610656,-66.1146945,Manatí,Food Trucks
Las Jibaritas Food Truck,,"Expreso Trujillo Alto, #181 Urb. Lago Alto, San Juan, Trujillo Alto 00926, Puerto Rico",18.3649428,-66.00714839999999,Manatí,Food Trucks
La Preñá - Manatí,,"km.47.8 PR-2, Manatí, 00674, Puerto Rico",18.4320625,-66.47694729999999,Manatí,Food Trucks
Con Sabor a Campo Food Truck,,"8W76+339, PR-173, San Juan, Guaynabo 00725, Puerto Rico",18.313124,-66.088753,Manatí,Food Trucks
Food Truck Park,,"166 PR-199, Guaynabo, 00969, Puerto Rico",18.3610604,-66.11528609999999,Manatí,Food Trucks
Caguas Food Park,,"190 Ave Bairoa, Caguas, 00725, Puerto Rico",18.2587044,-66.0382711,Manatí,Food Trucks
El pínchero sin nombre,,"PR-2, Barceloneta, 00617, Puerto Rico",18.4338994,-66.5346326,Manatí,Food Trucks
Food Trucks,,"C. Comercio, San Juan, 00902, Puerto Rico",18.4636504,-66.114226,Manatí,Food Trucks
Birria Drip,,"BO, Carr Puerto Rico 2 KM 39.1, Vega Baja, 00693, Puerto Rico",18.4465104,-66.3947395,Manatí,Food Trucks
Manatí Healthy Market,,"CGGP+7RH, Manatí, 00674, Puerto Rico",18.4256994,-66.4628937,Manatí,Food Trucks
Shorebreak,,"FJR2+2CQ, Carr. 686, Vega Baja 00693, Puerto Rico",18.4900807,-66.3988806,Manatí,Food Trucks
Sabores Gourmet Criollo (Food Truck),,"CRWH+4G2, Levittown, Toa Baja 00949, Puerto Rico",18.445304,-66.1719884,Manatí,Food Trucks
Sartenes,,"Coto Nte., Manatí, 00674, Puerto Rico",18.4389736,-66.4519262,Manatí,Food Trucks
LA ARGENTINA FOOD TRUCK,,"8H53+6V, Morovis, 00687, Puerto Rico",18.3080625,-66.4453125,Manatí,Food Trucks
The Helmsman,,"Carr 681 km 16.8, Barceloneta, 00617, Puerto Rico",18.4873933,-66.5613232,Manatí,Food Trucks
Cangrejeros Food Truck Park,,"154 C. Eugenio Benítez Castaño, San Juan, 00911, Puerto Rico",18.4483937,-66.0572605,Manatí,Food Trucks
Potatoes Del Gordo,,"PR-140, Barceloneta, 00617, Puerto Rico",18.4245378,-66.5704161,Manatí,Food Trucks
Parque Santurce / Antojos Burger Truck/ Perú Rico Food Truck,,"634 Cll Ernesto Cerra, San Juan, 00907, Puerto Rico",18.4510741,-66.07966139999999,Manatí,Food Trucks
La Recta Final Food Truck,,"Hipódromo Camarero, PR-3 Km. 15.3, Canóvanas, 00729, Puerto Rico",18.3659936,-65.9072315,Manatí,Food Trucks
Las Palmas Manati,,"Car. 685, Km. 6.5, Manatí, 00674, Puerto Rico",18.464549,-66.4751658,Manatí,Food Trucks
Food truck receta loca,,"PR-2, Sabana Hoyos, Arecibo 00688, Puerto Rico",18.4338426,-66.6138349,Manatí,Food Trucks
Puerto Nuevo Food Truck Park,,"1321 Avenida F.D. Roosevelt #1323, San Juan, 00920, Puerto Rico",18.4137659,-66.0903952,Manatí,Food Trucks
Are you hungry?,,"FF45+XCX, Barceloneta, 00617, Puerto Rico",18.4574861,-66.5414007,Manatí,Food Trucks
Juana's Stove,,"119 Carretera 149, Manatí, 00674, Puerto Rico",18.4278719,-66.4745737,Manatí,Food Trucks
El Resuelve,,"PR-2 Km 55.1, Barceloneta, 00617, Puerto Rico",18.4325676,-66.5324406,Manatí,Food Trucks
RAFY JUNIOR SEA FOOD,,"9XWJ+V7H, PR-3, San Juan, 00924, Puerto Rico",18.3971986,-66.0192781,Manatí,Food Trucks
A La Chingada,,"1006 Av. de la Constitución, San Juan, 00907, Puerto Rico",18.4531242,-66.07851149999999,Manatí,Food Trucks
Clementina Food Spot,,"Urb, 400 C. San Claudio, San Juan, 00926, Puerto Rico",18.3780415,-66.0509605,Manatí,Food Trucks
La Maleza,,"L-13 C. A, Manatí, 00674, Puerto Rico",18.4393977,-66.445956,Manatí,Food Trucks
Pizza Fina-Truck,,"CFVX+8WF, PR-1685, Manatí, 00674, Puerto Rico",18.443321,-66.50019600000002,Manatí,Food Trucks
Veronica's Bakery,,"Puerto Rico 2, 00674, Manatí 00674, Puerto Rico",18.4358307,-66.4646437,Manatí,Postres
A Little Sweet,,"H6 C. 16 Suite #2, Manatí, 00674, Puerto Rico",18.43144,-66.48483209999999,Manatí,Postres
Pastry Chef D'Cabrera,,"Urb Estancias de Manati #189, Manatí, 00674, Puerto Rico",18.434877,-66.4953999,Manatí,Postres
Between donuts and cookies,,"Carretera 149 km 1.4 (1.95 mi, Manatí, 00674, Puerto Rico",18.4268735,-66.47493279999999,Manatí,Postres
Cold Stone Creamery,,"245, Manati Gdns, Ste 10, Manatí, 00674, Puerto Rico",18.4312235,-66.47356719999999,Manatí,Postres
Nanny's Sweets & Supplies,,"15, Manatí, 00674, Puerto Rico",18.4142618,-66.4741501,Manatí,Postres
Atenas Bakery,,"Plaza Puerta del Sol, 7 PR-2 km. 49, Manatí, 00674, Puerto Rico",18.4306012,-66.4926997,Manatí,Postres
Pastelillos Lamboy,,"carretera #2 kilometro 45.4, Manatí, 00674, Puerto Rico",18.4384773,-66.4529841,Manatí,Postres
Pastelillos Lamboy (pueblo),,"3-5 Calle Celis Aguilera, Manatí, 00674, Puerto Rico",18.4286016,-66.4918931,Manatí,Postres
Panaderia y Reposteria San Jose,,"#45 Vending St, Manatí, 00674, Puerto Rico",18.425654,-66.4875088,Manatí,Postres
Guaynabo Dulces,,"138 Carazo St, Guaynabo, 00969, Puerto Rico",18.3535474,-66.11130270000001,Manatí,Postres
Pastel,,"Parc Marquez, Carr 670 Km 5.3, Manatí, 00674, Puerto Rico",18.4295929,-66.4415928,Manatí,Postres
Todo Pasa Sport Bar,,"CGJ7+WP2, Cll Fernandez Vangas, Manatí, 00674, Puerto Rico",18.4323333,-66.4856111,Manatí,Jangueo
Tulum La Placita,,"215 C. Canals, San Juan, 00907, Puerto Rico",18.4503123,-66.069675,Manatí,Jangueo
Paraíso La Placita,,"252 C. dos Hermanos, San Juan, 00907, Puerto Rico",18.450398,-66.07092899999999,Manatí,Jangueo
Rock Out Café,,"Villa Maria Marginal A-1 Esquina, Calle Francisco Alvarez, Manatí, 00674, Puerto Rico",18.4305896,-66.4911499,Manatí,Jangueo
Barrachina,,"104 C. de la Fortaleza, San Juan, 00901, Puerto Rico",18.4645122,-66.1174211,Manatí,Jangueo
La Factoría,,"51 C. de San José, San Juan, 00901, Puerto Rico",18.4672058,-66.1175368,Manatí,Jangueo
Sunset Bar & Grill,,"Calle Villa del Mar Interios 538, Santa Isabel, 00757, Puerto Rico",17.9528974,-66.4024139,Manatí,Jangueo
Aguardiente Bar,,"204 C. Canals, San Juan, 00907, Puerto Rico",18.4504276,-66.0698446,Manatí,Jangueo
Mártir's Sport Bar,,"HC 03 BOX 33702 00685 Puerto Rico ¿En que carretera y Km???, San Sebastián 00685, Puerto Rico",18.3111936,-66.940626,Manatí,Jangueo
Vivo Beach Club,,"7000 Carr. 187 RR2, Carolina, 00979, Puerto Rico",18.4469466,-66.00006739999999,Manatí,Jangueo
El Mesón Sandwiches (Manatí),,"Carr. #2 km. 4.8 Esq. Carr. 149, Manatí, 00674, Puerto Rico",18.431249,-66.4756553,Manatí,Jangueo
Lechonera Rancho Alegre,,"Unnamed Road, CG9G+QRX, Manatí, 00674, Puerto Rico",18.4194886,-66.47289599999999,Manatí,Jangueo
Pa'l Alambique,,"Barrio Tierras Nueva Carr La Luisa 616, Km 0.4, Manati, Manatí 00674, Puerto Rico",18.4482841,-66.50194809999999,Manatí,Jangueo
Costa Azul Restaurant & Lounge,,"FG86+7WV, Manatí, 00674, Puerto Rico",18.46612,-66.4882155,Manatí,Restaurantes
Restaurant El Tren de Cano,,"Carr. #2 K.M 48.0, Manatí, 00674, Puerto Rico",18.4329615,-66.4773421,Manatí,Restaurantes
Patrick's Irish Bar,,"1157 Ashford Ave, San Juan, 00907, Puerto Rico",18.4563295,-66.0719232,Manatí,Jangueo
K-feína Coffee Shop Manatí,,"PR-64Sxtfg3, Manatí, 00674, Puerto Rico",18.3792624,-66.4835458,Manatí,Jangueo
El Campito Restaurant Manati,,"PR-6668, Manatí, 00674, Puerto Rico",18.4193133,-66.4833885,Manatí,Restaurantes
Wingstop,,"Km 50 PR-2, Manatí, 00674, Puerto Rico",18.4289181,-66.4976866,Manatí,Jangueo
Pollo Costero,,"Manatí, 00674, Puerto Rico",18.4476104,-66.4982184,Manatí,Jangueo
Rico Arepa,,"KM.HM 2.9 CARR 685 BO, Tierras Nuevas Poniente, Manatí 00674, Puerto Rico",18.4655895,-66.4863353,Manatí,Jangueo
Panakeia,,"Carr. PR-686, Sector Playa, Bo Int. 692 km 0.1, Vega Baja, 00693, Puerto Rico",18.4901395,-66.39876149999999,Manatí,Jangueo
Pastelillos Lamboy,,"carretera #2 kilometro 45.4, Manatí, 00674, Puerto Rico",18.4384773,-66.4529841,Manatí,Jangueo
Pura Pesca,,"Km. 3 Carr. 684 Barceloneta Puerto Rico, Barceloneta 00617, Puerto Rico",18.481543,-66.537786,Manatí,Jangueo
Alcapurrias La 15 HATILLO PR,,"F5QM+QW8, Cll G, Hatillo, 00659, Puerto Rico",18.474496,-66.8262707,Manatí,Jangueo
Mitaza Coffee House,,"PR-685 BO Km 2.6, Manatí, 00674, Puerto Rico",18.4483405,-66.4976712,Manatí,Jangueo
Veronica's Bakery,,"Puerto Rico 2, 00674, Manatí 00674, Puerto Rico",18.4358307,-66.4646437,Manatí,Jangueo
El Nuevo Auténtico,,"Dropped Pin near Yeguada Vega Baja 00693, Vega Baja 00693, Puerto Rico",18.4817398,-66.42316869999999,Manatí,Jangueo
La Braza Smokehouse,,"FHJF+PJF, Vega Baja, 00693, Puerto Rico",18.4818248,-66.4259376,Manatí,Jangueo
Asador Don Pablo,,"Carr. 155 Km. 41.9 Bo, Morovis 00687, Puerto Rico",18.2949141,-66.4089176,Manatí,Jangueo
Atenas Bakery,,"Plaza Puerta del Sol, 7 PR-2 km. 49, Manatí, 00674, Puerto Rico",18.4306012,-66.4926997,Manatí,Jangueo
KAI,,"GW7F+CQ4 Playa Jobos, Isabela 00662, Puerto Rico",18.5135227,-67.0755617,Manatí,Jangueo
PanPan Manati,,"PR-685 k.m. 4.7, Manatí, 00674, Puerto Rico",18.4655127,-66.4923165,Manatí,Jangueo
"Ekelekua - Brunch, Bar & Tapas",,"PR-3, Río Grande, 00745, Puerto Rico",18.3739705,-65.81367809999999,Manatí,Jangueo
LongHorn Steakhouse,,"Hotel Hyatt, PR-149 Carr Puerto Rico 2, Manatí, 00674, Puerto Rico",18.4342211,-66.4767198,Manatí,Jangueo
Fu Hou Sushi Bar,,"119 Carretera 149, Manatí, 00674, Puerto Rico",18.4312983,-66.47614109999999,Manatí,Jangueo
