nombre,telefono,direccion,latitud,longitud,municipio,categoria
Lechonera Angelito's Place,,"PR 175 Km. 4.8 Bo. Carraizo Puerto Rico3h. Bs, Trujillo Alto, 00725, Puerto Rico",18.3172905,-66.026766,Trujillo Alto,Jangueo
El Gran Chaparral,,"317 PR-845, San Juan, 00926, Puerto Rico",18.369828,-66.0377941,Trujillo Alto,Jangueo
Barcelona Bakery & Deli,,"Carr. 848 km 2.0 Saint Just, Trujillo Alto, 00976, Puerto Rico",18.37846,-66.001068,Trujillo Alto,Jangueo
Rincón del Viajero Cafe,,"Carr. 181, Bo Gallery, Local #101, Trujillo Alto, 00977, Puerto Rico",18.3687371,-66.015332,Trujillo Alto,Jangueo
Hiedra Cocktail Bar,,"8wvh+9fp, San Juan, 00926, Puerto Rico",18.3433695,-66.0714601,Trujillo Alto,Jangueo
Triángulo,,"75 C. Arzuaga, San Juan, 00925, Puerto Rico",18.3979964,-66.05010109999999,Trujillo Alto,Jangueo
El Gazebo de Tino,,"92H2+P6J, Calle, Trujillo Alto, 00976, Puerto Rico",18.3793418,-65.9994782,Trujillo Alto,Jangueo
Panaderia El Punto La Gloria,,"Carr 181 Km 8. Bo, Trujillo Alto, 00976, Puerto Rico",18.3413062,-65.9972404,Trujillo Alto,Jangueo
El Túnel Lucky Cash,,"El Tunel Car Wash, Av. 65 de Infantería, San Juan, 00926, Puerto Rico",18.3943359,-66.03405130000002,Trujillo Alto,Jangueo
Oriental Palace,,"CARR 181 Oriental Palace Express Local C-4, Trujillo Alto, 00976, Puerto Rico",18.3552718,-66.00284669999999,Trujillo Alto,Jangueo
Piel Kanela,,"Parcelas Hill Brother, 375 Calle 11, Río Piedras, San Juan 00924, Puerto Rico",18.3945066,-66.0215245,Trujillo Alto,Jangueo
El Vagón de Caki,,"82Q5+H42, PR-181, Trujillo Alto, 00976, Puerto Rico",18.3390797,-65.9918668,Trujillo Alto,Jangueo
El Refugio,,"CW3W+XHJ, Calle, San Juan, 00925, Puerto Rico",18.4049632,-66.05361200000002,Trujillo Alto,Jangueo
La Cava Del Colmadito,,"Plaza Encantada, Trujillo Alto, 00976, Puerto Rico",18.3550837,-66.0026754,Trujillo Alto,Jangueo
El Nuevo Punto,,"9X75+R4V esquina calle Gallego, Calle Campanilla, San Juan, 00926, Puerto Rico",18.3646207,-66.0422177,Trujillo Alto,Jangueo
Hacienda Dos Rios,,"82Q6+C65, PR-181, Trujillo Alto, 00976, Puerto Rico",18.3385086,-65.9894005,Trujillo Alto,Jangueo
Echate Pa'k Bar & Grill,,"1-9 Cll 15, Carolina, 00985, Puerto Rico",18.3912089,-65.9669011,Trujillo Alto,Jangueo
El Punto Restaurant,,"9XC7+88C, Cll Acuario, San Juan, 00926, Puerto Rico",18.3708062,-66.0367234,Trujillo Alto,Restaurantes
Colmado la Rosas,,"14-20 Cll Gardenia, Trujillo Alto, 00976, Puerto Rico",18.3529847,-66.0139221,Trujillo Alto,Jangueo
100x35 Beer Boutique,,"Villas de San Francisco Plaza I, 89 Avenue de Diego Ste 101, San Juan, 00927, Puerto Rico",18.3827744,-66.0740041,Trujillo Alto,Jangueo
Campo Mofongo Restaurante,,"Bo. Campo Rico, PR-185 km 3.2, Canóvanas, 00729, Puerto Rico",18.3517952,-65.8989524,Trujillo Alto,Restaurantes
Rancho alegre,,"Centro Comercial Metrópolis, Ave A, 92C9+8VM, Carolina, 00987, Puerto Rico",18.3708265,-65.9803144,Trujillo Alto,Jangueo
Las Jibaritas Food Truck,,"Expreso Trujillo Alto, #181 Urb. Lago Alto, San Juan, Trujillo Alto 00926, Puerto Rico",18.3649428,-66.00714839999999,Trujillo Alto,Food Trucks
Ma Kai,,"6 Bo Carr. 181 KM 7, Trujillo Alto, 00976, Puerto Rico",18.3484331,-65.9993707,Trujillo Alto,Food Trucks
Cupey Food Truck Park,,"PR-176, antes calle Tejas, Ave Victor M Labiosa, San Juan, 00926, Puerto Rico",18.375297,-66.05441569999999,Trujillo Alto,Food Trucks
Los Esmayaos Trujillo Alto,,"PR-181, Trujillo Alto, 00908, Puerto Rico",18.3705762,-66.01755709999999,Trujillo Alto,Food Trucks
Pachy's Food Truck,,"PR-181, Trujillo Alto, 00976, Puerto Rico",18.3407287,-65.99611709999999,Trujillo Alto,Food Trucks
Guachile Tacos,,"La Variante, PR-175 KM 13.3, Trujillo Alto, 00976, Puerto Rico",18.358336,-66.0067294,Trujillo Alto,Food Trucks
La Receta,,"Carr 848 C. Saint Just KM 2, Carolina, 00982, Puerto Rico",18.381504,-65.9944144,Trujillo Alto,Food Trucks
Miramar Food Truck Park,,"1006 Av. de la Constitución, San Juan, 00907, Puerto Rico",18.4531242,-66.07851149999999,Trujillo Alto,Food Trucks
El Barrilón Foodtruck,,"Carreteta #876, Bo Km 4.3, Trujillo Alto, 00976, Puerto Rico",18.3668073,-66.0120706,Trujillo Alto,Food Trucks
Pa’l Yunque Food Park,,"96CJ+583, 34 1 min, Palmer, Río Grande 00745, Puerto Rico",18.3704101,-65.7692679,Trujillo Alto,Food Trucks
Benditos,,"9X4W+GJH, Trujillo Alto, 00976, Puerto Rico",18.3567266,-66.0036962,Trujillo Alto,Food Trucks
PASTA TO GO - TRUJILLO ALTO,,"Trujillo Alto, 00976, Puerto Rico",18.3704659,-66.01746179999999,Trujillo Alto,Food Trucks
Birimbao Food Truck,,"Carr. 181 Km. 23.6, Gurabo, 00778, Puerto Rico",18.2633669,-65.9651748,Trujillo Alto,Food Trucks
Placita San Miguel,,"Expreso, PR-181, Trujillo Alto, 00976, Puerto Rico",18.3669578,-66.009039,Trujillo Alto,Food Trucks
Bakery Box,,"9X8R+MGG, Trujillo Alto, 00976, Puerto Rico",18.3665831,-66.0086367,Trujillo Alto,Postres
Dolce Karamella,,"H-18 C. A, Trujillo Alto, 00976, Puerto Rico",18.370174,-66.0273574,Trujillo Alto,Postres
Dulce Life Tienda de Postres,,"Bo. La Gloria, Carr. 181 Km 59.4, Trujillo Alto, 00977, Puerto Rico",18.3408207,-65.9963368,Trujillo Alto,Postres
Dos Bocas Bakery,,"PR-181, Trujillo Alto, 00976, Puerto Rico",18.338782,-65.990019,Trujillo Alto,Postres
Nanichi Repostería Artesanal,,"Plaza Del Mercado, C. Dr. Fernández Local #5, Trujillo Alto, 00976, Puerto Rico",18.3544287,-66.0070799,Trujillo Alto,Postres
Repostería Kannella (Trujillo Alto),,"PLAZA MATIENZO SHOPPING CENTER, Trujillo Alto, 00976, Puerto Rico",18.3642411,-65.9965504,Trujillo Alto,Postres
Panaderia El Punto La Gloria,,"Carr 181 Km 8. Bo, Trujillo Alto, 00976, Puerto Rico",18.3413062,-65.9972404,Trujillo Alto,Postres
Panaderia y Reposteria La Ruca,,"9X7H+G6G, Las Cumbres Ave, Trujillo Alto, 00976, Puerto Rico",18.3638188,-66.0219225,Trujillo Alto,Postres
Rincón del Viajero Cafe,,"Carr. 181, Bo Gallery, Local #101, Trujillo Alto, 00977, Puerto Rico",18.3687371,-66.015332,Trujillo Alto,Postres
Mambas Shack,,"24 Cll Muñoz Rivera, Trujillo Alto, 00976, Puerto Rico",18.3538728,-66.0069086,Trujillo Alto,Postres
Jungle's Café,,"47 PR-846, Trujillo Alto, 00976, Puerto Rico",18.3790472,-66.0254447,Trujillo Alto,Postres
El Punto Restaurant La Gloria,,"PR-181, Trujillo Alto 00976, Puerto Rico",18.3411773,-65.997301,Trujillo Alto,Restaurantes
La Loma de Rafo,,"8XWP+58, Trujillo Alto, 00926, Puerto Rico",18.3454156,-66.01412690000001,Trujillo Alto,Jangueo
"Bohio El Jagua, Chinchorro",,"PR-852 Km 7.2, Trujillo Alto, 00976, Puerto Rico",18.3080803,-65.9456807,Trujillo Alto,Jangueo
The Roof,,"Carr 8860, Trujillo Alto, 00976, Puerto Rico",18.3641642,-65.9964243,Trujillo Alto,Jangueo
Placita San Miguel,,"Expreso, PR-181, Trujillo Alto, 00976, Puerto Rico",18.3669578,-66.009039,Trujillo Alto,Jangueo
Nativos,,"Plaza Western Auto, Suite107, Trujillo Alto, 00976, Puerto Rico",18.3686729,-66.01571659999999,Trujillo Alto,Jangueo
El Bosquecito Familiar,,"28 Carretera 181, esquina 846, Trujillo Alto, San Juan 00976, Puerto Rico",18.3797034,-66.0257288,Trujillo Alto,Jangueo
Lechonera Angelito's Place,,"PR 175 Km. 4.8 Bo. Carraizo Puerto Rico3h. Bs, Trujillo Alto, 00725, Puerto Rico",18.3172905,-66.026766,Trujillo Alto,Jangueo
Sabor de México Trujillo Alto,,"172 Calle 3, Trujillo Alto, 00976, Puerto Rico",18.3774125,-66.00714959999999,Trujillo Alto,Jangueo
La Fondita de Leo 🇵🇷,,"Centro Comercial Plaza Matienzo Edif A Suite, 103 Carr 8860 Km 1.2, Trujillo Alto, 00976, Puerto Rico",18.3640375,-65.996707,Trujillo Alto,Jangueo
Rincón del Viajero Cafe,,"Carr. 181, Bo Gallery, Local #101, Trujillo Alto, 00977, Puerto Rico",18.3687371,-66.015332,Trujillo Alto,Jangueo
Piscolabis Mexicanos,,"9X5W+HV8, PR-8860, Trujillo Alto, 00976, Puerto Rico",18.3589152,-66.0027891,Trujillo Alto,Jangueo
Esencia Criolla,,"Centro Comercial Lago Alto, local 9, Trujillo Alto, 00976, Puerto Rico",18.3646433,-66.00963639999999,Trujillo Alto,Jangueo
Jungle's Café,,"47 PR-846, Trujillo Alto, 00976, Puerto Rico",18.3790472,-66.0254447,Trujillo Alto,Jangueo
PLAZA SAN MIGUEL,,"9X8R+GF2, Unnamed Road, Trujillo Alto, 00976, Puerto Rico",18.3662744,-66.0088526,Trujillo Alto,Jangueo
Oriental Palace,,"CARR 181 Oriental Palace Express Local C-4, Trujillo Alto, 00976, Puerto Rico",18.3552718,-66.00284669999999,Trujillo Alto,Jangueo
Deleite,,"9X8R+Q54, Trujillo Alto, 00976, Puerto Rico",18.3668859,-66.0095365,Trujillo Alto,Jangueo
El Castillo Criollo Rest.,,"Centro comercial park gardens,expresó Trujillo alto, San Juan, 00926, Puerto Rico",18.3893974,-66.0315636,Trujillo Alto,Jangueo
Tsunami Sushi To Go,,"PR876BORICAI, 9XGH+VGP, Trujillo Alto, 00976, Puerto Rico BORICAI, 9XGH+VGP, Trujillo Alto, 00976, Puerto Rico",18.3770425,-66.0210501,Trujillo Alto,Jangueo
Barcelona Bakery & Deli,,"Carr. 848 km 2.0 Saint Just, Trujillo Alto, 00976, Puerto Rico",18.37846,-66.001068,Trujillo Alto,Jangueo
Vin'us,,"The Mall of San Juan Blvd, San Juan, 00924, Puerto Rico",18.4129899,-66.025632,Trujillo Alto,Jangueo
Hiedra Cocktail Bar,,"8wvh+9fp, San Juan, 00926, Puerto Rico",18.3433695,-66.0714601,Trujillo Alto,Jangueo
100x35 Beer Boutique,,"Villas de San Francisco Plaza I, 89 Avenue de Diego Ste 101, San Juan, 00927, Puerto Rico",18.3827744,-66.0740041,Trujillo Alto,Jangueo
"In Salon, Plaza Matienzo",,"Plaza Matienzo Carr 8860 Edif, C. 9, Trujillo Alto, 00977, Puerto Rico",18.3645547,-65.9969929,Trujillo Alto,Jangueo
The Flight Park,,"CXPQ+R5G, Carolina, 00979, Puerto Rico",18.4370595,-66.01203989999999,Trujillo Alto,Jangueo
Food Street,,"1319 Avenida F.D. Roosevelt, San Juan, 00920, Puerto Rico",18.4137549,-66.0903902,Trujillo Alto,Jangueo
Papa Johns Pizza,,"Lago Alto Shopping Center, Trujillo Alto, 00976, Puerto Rico",18.3645046,-66.0095035,Trujillo Alto,Jangueo
Nativos,,"Plaza Western Auto, Suite107, Trujillo Alto, 00976, Puerto Rico",18.3686729,-66.01571659999999,Trujillo Alto,Jangueo
Piscolabis Mexicanos,,"9X5W+HV8, PR-8860, Trujillo Alto, 00976, Puerto Rico",18.3589152,-66.0027891,Trujillo Alto,Jangueo
Las Jibaritas Food Truck,,"Expreso Trujillo Alto, #181 Urb. Lago Alto, San Juan, Trujillo Alto 00926, Puerto Rico",18.3649428,-66.00714839999999,Trujillo Alto,Jangueo
Bakery Box,,"9X8R+MGG, Trujillo Alto, 00976, Puerto Rico",18.3665831,-66.0086367,Trujillo Alto,Jangueo
Asado BBQ,,"199 PR 850, Trujillo Alto, 00976, Puerto Rico",18.3677426,-66.01560719999999,Trujillo Alto,Jangueo
El Bosquecito Familiar,,"28 Carretera 181, esquina 846, Trujillo Alto, San Juan 00976, Puerto Rico",18.3797034,-66.0257288,Trujillo Alto,Jangueo
Mambas Shack,,"24 Cll Muñoz Rivera, Trujillo Alto, 00976, Puerto Rico",18.3538728,-66.0069086,Trujillo Alto,Jangueo
Tsunami Sushi To Go,,"PR876BORICAI, 9XGH+VGP, Trujillo Alto, 00976, Puerto Rico BORICAI, 9XGH+VGP, Trujillo Alto, 00976, Puerto Rico",18.3770425,-66.0210501,Trujillo Alto,Jangueo
La Fondita de Leo 🇵🇷,,"Centro Comercial Plaza Matienzo Edif A Suite, 103 Carr 8860 Km 1.2, Trujillo Alto, 00976, Puerto Rico",18.3640375,-65.996707,Trujillo Alto,Jangueo
Sabor de México Trujillo Alto,,"172 Calle 3, Trujillo Alto, 00976, Puerto Rico",18.3774125,-66.00714959999999,Trujillo Alto,Jangueo
Sorriso Sportbar,,"Carr 181, Cam. Felipe Alemán km 58.7, Trujillo Alto 00976, Puerto Rico",18.3385932,-65.9906601,Trujillo Alto,Jangueo
Esencia Criolla,,"Centro Comercial Lago Alto, local 9, Trujillo Alto, 00976, Puerto Rico",18.3646433,-66.00963639999999,Trujillo Alto,Jangueo
El Sabor'Estaki,,"urb.Villas De Caney Calle Aracibo, A1 carr.199, Trujillo Alto, 00976, Puerto Rico",18.3641896,-66.0212583,Trujillo Alto,Jangueo
Barcelona Bakery & Deli,,"Carr. 848 km 2.0 Saint Just, Trujillo Alto, 00976, Puerto Rico",18.37846,-66.001068,Trujillo Alto,Jangueo
Hiedra Cocktail Bar,,"8wvh+9fp, San Juan, 00926, Puerto Rico",18.3433695,-66.0714601,Trujillo Alto,Jangueo
Oriental Palace,,"CARR 181 Oriental Palace Express Local C-4, Trujillo Alto, 00976, Puerto Rico",18.3552718,-66.00284669999999,Trujillo Alto,Jangueo
Food Street,,"1319 Avenida F.D. Roosevelt, San Juan, 00920, Puerto Rico",18.4137549,-66.0903902,Trujillo Alto,Jangueo
Jungle's Café,,"47 PR-846, Trujillo Alto, 00976, Puerto Rico",18.3790472,-66.0254447,Trujillo Alto,Jangueo
Lechonera Angelito's Place,,"PR 175 Km. 4.8 Bo. Carraizo Puerto Rico3h. Bs, Trujillo Alto, 00725, Puerto Rico",18.3172905,-66.026766,Trujillo Alto,Jangueo
La Loma de Rafo,,"8XWP+58, Trujillo Alto, 00926, Puerto Rico",18.3454156,-66.01412690000001,Trujillo Alto,Jangueo
El Punto Restaurant La Gloria,,"PR-181, Trujillo Alto 00976, Puerto Rico",18.3411773,-65.997301,Trujillo Alto,Restaurantes
El Escondite Sport Bar,,"9XC7+G5M, Cll Acuario, San Juan, 00926, Puerto Rico",18.3713417,-66.0370748,Trujillo Alto,Jangueo
Placita San Miguel,,"Expreso, PR-181, Trujillo Alto, 00976, Puerto Rico",18.3669578,-66.009039,Trujillo Alto,Jangueo
El Castillo Criollo Rest.,,"Centro comercial park gardens,expresó Trujillo alto, San Juan, 00926, Puerto Rico",18.3893974,-66.0315636,Trujillo Alto,Jangueo
100x35 Beer Boutique,,"Villas de San Francisco Plaza I, 89 Avenue de Diego Ste 101, San Juan, 00927, Puerto Rico",18.3827744,-66.0740041,Trujillo Alto,Jangueo
"Bohio El Jagua, Chinchorro",,"PR-852 Km 7.2, Trujillo Alto, 00976, Puerto Rico",18.3080803,-65.9456807,Trujillo Alto,Jangueo
Panaderia El Punto La Gloria,,"Carr 181 Km 8. Bo, Trujillo Alto, 00976, Puerto Rico",18.3413062,-65.9972404,Trujillo Alto,Jangueo
Repostería Kannella (Trujillo Alto),,"PLAZA MATIENZO SHOPPING CENTER, Trujillo Alto, 00976, Puerto Rico",18.3642411,-65.9965504,Trujillo Alto,Jangueo
"Bonding Food & Beer Garden - Carolina, Puerto Rico",,"65 Infantería Km.10.7 Carolina Industrial Park, Carolina, 00987, Puerto Rico",18.3760454,-65.9562345,Trujillo Alto,Jangueo
Sabana’s Sport Bar,,"825X+3WR, Trujillo Alto, 00976, Puerto Rico",18.3077387,-65.9502281,Trujillo Alto,Jangueo
El Platanal,,"Av. 65 de Infantería, San Juan, Carolina 00987, Puerto Rico",18.3986935,-65.99408749999999,Trujillo Alto,Jangueo
La Preñá - Calle Loíza,,"1810 C. Loíza, San Juan, 00911, Puerto Rico",18.4513787,-66.0591603,Trujillo Alto,Jangueo
DESARROPE BY Vidy's,,"104 Av. Universidad, San Juan, 00925, Puerto Rico",18.4029816,-66.0548271,Trujillo Alto,Jangueo
Bohiques Rest & Bar,,"58 Cll Hatillo, San Juan, 00918, Puerto Rico",18.4108905,-66.0550689,Trujillo Alto,Jangueo
Papa Johns Pizza,,"Lago Alto Shopping Center, Trujillo Alto, 00976, Puerto Rico",18.3645046,-66.0095035,Trujillo Alto,Jangueo
Rincón del Viajero Cafe,,"Carr. 181, Bo Gallery, Local #101, Trujillo Alto, 00977, Puerto Rico",18.3687371,-66.015332,Trujillo Alto,Jangueo
El Cabo,,"PR-187, Carolina, Loíza 00772, Puerto Rico",18.4569308,-65.98541159999999,Trujillo Alto,Jangueo
Our House Rest & Bar,,"100 Av. San Patricio ST-10, Guaynabo, 00968, Puerto Rico",18.4081776,-66.1058065,Trujillo Alto,Jangueo
Jalisco Restaurant & Sports Bar,,"15250 Av. 65 de Infantería, Carolina, 00987, Puerto Rico",18.3834561,-65.96732469999999,Trujillo Alto,Restaurantes
The Flight Park,,"CXPQ+R5G, Carolina, 00979, Puerto Rico",18.4370595,-66.01203989999999,Trujillo Alto,Jangueo
El Punto 8 Sport Bar,,"901 Cll Hypolais, San Juan, 00924, Puerto Rico",18.4083342,-66.0077283,Trujillo Alto,Jangueo
Miramar Food Truck Park,,"1006 Av. de la Constitución, San Juan, 00907, Puerto Rico",18.4531242,-66.07851149999999,Trujillo Alto,Jangueo
Echate Pa'k Bar & Grill,,"1-9 Cll 15, Carolina, 00985, Puerto Rico",18.3912089,-65.9669011,Trujillo Alto,Jangueo
La Jamberguera,,"Av. Tte. César Luis González, San Juan, 00918, Puerto Rico",18.4138206,-66.0654587,Trujillo Alto,Jangueo
Metro Sport Bar & Grill,,"9W9F+896, San Juan, 00926, Puerto Rico",18.3682798,-66.0766051,Trujillo Alto,Jangueo
El Gazebo de Tino,,"92H2+P6J, Calle, Trujillo Alto, 00976, Puerto Rico",18.3793418,-65.9994782,Trujillo Alto,Jangueo
La Puya Café,,"Carr 876, Bo Km 3.1, Trujillo Alto, 00976, Puerto Rico",18.3770798,-66.0211492,Trujillo Alto,Jangueo
Rafi's Restaurant Bar & Grill,,"187, km 4.5, Loíza, 00772, Puerto Rico",18.457347,-65.9855128,Trujillo Alto,Jangueo
Hacienda Dos Rios,,"82Q6+C65, PR-181, Trujillo Alto, 00976, Puerto Rico",18.3385086,-65.9894005,Trujillo Alto,Jangueo
Piloneando Toa Alta,,"9Q8H+R87 Carretera 861, Bo KM 6.5, Pajaros, Toa Alta 00953, Puerto Rico",18.3670625,-66.22168750000002,Toa Alta,Restaurantes
Hacienda Rosado Ayala,,"carr. 165, Bo km. 7.1, Toa Alta, 00953, Puerto Rico",18.3587602,-66.2671342,Toa Alta,Restaurantes
Delirium Restaurant,,"9Q7R+2PR, Avenida Toa Alta Heights, Toa Alta, 00953, Puerto Rico",18.362831,-66.207784,Toa Alta,Restaurantes
Candela Great Candy,,"Carr. 861 Km 6.2, Toa Alta, 00953, Puerto Rico",18.3680901,-66.2175718,Toa Alta,Restaurantes
Affogata -Toa Alta,,"PR-861, Toa Alta, 00953, Puerto Rico",18.3756085,-66.20446960000001,Toa Alta,Restaurantes
Barbacoa 861,,"PR-861 km 5.9, Toa Alta, 00953, Puerto Rico",18.3677224,-66.21844779999999,Toa Alta,Restaurantes
Cafeliz,,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Toa Alta,Restaurantes
Platanean 2,,"Bo, PR-165 km 10.3, Toa Alta, 00953, Puerto Rico",18.382714,-66.2542759,Toa Alta,Restaurantes
The Tank Bar & Grill,,"Bo. Ortiz Carretera 829 km. 0.8, Toa Alta, 00953, Puerto Rico",18.3665875,-66.2089834,Toa Alta,Jangueo
La Fonda,,"PR-165 km 5.4, Toa Alta, 00953, Puerto Rico",18.3465932,-66.2704725,Toa Alta,Restaurantes
Que onda,,"Avenida Toa Alta Heights, Toa Alta, 00953, Puerto Rico",18.3624793,-66.2127718,Toa Alta,Restaurantes
The Fury Bar & Grill,,"Bo ortiz carr 829 km 1.7, Toa Alta, 00953, Puerto Rico",18.3590325,-66.2068663,Toa Alta,Jangueo
Hacienda El Mandril,,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3811624,-66.2497064,Toa Alta,Restaurantes
Wah Lung Restaurant,,"Centro Commercial Toa Alta Heights, Local #2, Toa Alta, 00953, Puerto Rico",18.3623395,-66.2114088,Toa Alta,Restaurantes
The Kañaveral,,"Galateo Toa Alta 00953, Toa Alta 00953, Puerto Rico",18.3594106,-66.2679381,Toa Alta,Restaurantes
El Che By Richard Resto,,"9Q8H+P9M, PR-861, Toa Alta, 00953, Puerto Rico",18.366835,-66.2215733,Toa Alta,Restaurantes
Pa' Q Piques en el Chaparral,,"Carr.829 km.1.3, Toa Alta, 00953, Puerto Rico",18.3667582,-66.2237413,Toa Alta,Restaurantes
ContenedorPr,,"Candelaria, Toa Baja 00949, Puerto Rico",18.4051479,-66.2015967,Toa Alta,Restaurantes
Aníbal BBQ,,"9PPW+FPW, PR-165, Toa Alta, 00953, Puerto Rico",18.3862277,-66.2531628,Toa Alta,Restaurantes
TOA ALTA BBQ,,"9PFQ+PC8, Toa Alta, 00953, Puerto Rico",18.3742927,-66.2614289,Toa Alta,Restaurantes
Ruta 861 Bar & Restaurant,,"Carr. 861 km 6.0, Toa Alta, 00953, Puerto Rico",18.367551,-66.2193099,Toa Alta,Restaurantes
El Kampestre,,"D29 Avenida Boulevard carretera 868, C. Marina, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4530163,-66.1858141,Toa Alta,Restaurantes
La Cabaña,,"Urb. Levittown Ave. Dos Palmas Local #2832, Toa Baja, 00949, Puerto Rico",18.4501563,-66.17614379999999,Toa Alta,Restaurantes
The Vega Alta Family Corner,,"Carretera 677 k 4 h3 Barrio, Maricao, Vega Alta 00692, Puerto Rico",18.3741383,-66.3304331,Toa Alta,Restaurantes
lala Puerto Rico,,"The Mall of San Juan Blvd, San Juan, 00924, Puerto Rico",18.4128046,-66.0252278,Toa Alta,Restaurantes
Millie's Place,,"377-P Cll Acueducto, Toa Baja, 00952, Puerto Rico",18.4290954,-66.18480939999999,Toa Alta,Restaurantes
AQA Oceanfront,,"Mezzanine Level, 1077 Ashford Ave, San Juan, 00907, Puerto Rico",18.4575647,-66.0738764,Toa Alta,Restaurantes
"La Pachanga, Dorado",,"Méndez Vigo Rd, Dorado, 00950, Puerto Rico",18.4565035,-66.2557296,Toa Alta,Restaurantes
KGB Dorado: Kitchen Gallery Bistro Dorado,,"Ave Higuillar, Dorado, 00646, Puerto Rico",18.4648121,-66.2815963,Toa Alta,Restaurantes
Gordo's Tacos,,"CM7J+8M6, Vega Alta, 00692, Puerto Rico",18.4132779,-66.3183438,Toa Alta,Restaurantes
Panadería Génesis,,"PR-861, Toa Alta, 00953, Puerto Rico",18.3715789,-66.2151875,Toa Alta,Restaurantes
Santaella,,"219 C. Canals, San Juan, 00907, Puerto Rico",18.4500874,-66.0698676,Toa Alta,Restaurantes
El Paseo: Restaurant and Sport Bar,,"76 C. Luis Muñoz Rivera local #60, Vega Alta, 00692, Puerto Rico",18.4123516,-66.3299255,Toa Alta,Restaurantes
Piloneando Cocina Puertoriqueña,,"205 Calle Federico Costas, San Juan, 00918, Puerto Rico",18.4257108,-66.0710075,Toa Alta,Restaurantes
La Cucina Italiana di Franco & Gemma,,"3412 Blvd. Levittown, Toa Baja, 00949, Puerto Rico",18.4565279,-66.18773759999999,Toa Alta,Restaurantes
Don Frappé Inc.,,"8V72+353, PR-2, Añasco, 00610, Puerto Rico",18.3127472,-67.1495597,Toa Alta,Restaurantes
Andale Mexican Restaurant,,"8PVF+MHM, PR-159, Corozal, Toa Alta 00783, Puerto Rico",18.3442046,-66.2760843,Toa Alta,Restaurantes
El Campo Es Leña,,"521 km 8.1 00601, Carr. Valdes, Adjuntas, 00601, Puerto Rico",18.1644377,-66.6820386,Toa Alta,Restaurantes
El Oasis Patio Bar,,"PR-693, Sabana, Vega Alta 00692, Puerto Rico",18.4693609,-66.3230222,Toa Alta,Restaurantes
Mister Flauta,,"https://maps.app.goo.gl/t9tU62Lup5x5K4Vd8?g_st=ic, BB18 calle Las cumbres, Bayamón, 00957, Puerto Rico",18.3655858,-66.19147579999999,Toa Alta,Restaurantes
La Mina Mexicana,,"Levittown, Toa Baja 00949, Puerto Rico",18.4353709,-66.1783908,Toa Alta,Restaurantes
Levant San Juan,,"Mezzanine Level, 1077 Ashford Ave, San Juan, 00907, Puerto Rico",18.4577071,-66.07382009999999,Toa Alta,Restaurantes
La Bodeguita de Luis,,"Ave. Boulevard 3409 Levittown, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4569296,-66.1877308,Toa Alta,Restaurantes
Aquino Bakery,,"CRPC+CCW, Cll Lago Cerrillo, Levittown, Toa Baja 00949, Puerto Rico",18.4361225,-66.17892859999999,Toa Alta,Restaurantes
Ola Ocean Front Bistro,,"Pool Level, 1055 Av. Ashford, San Juan, 00907, Puerto Rico",18.4592442,-66.0765057,Toa Alta,Restaurantes
Wilo Eatery and Bar,,"B5 Cll Tabonuco, Guaynabo, 00968, Puerto Rico",18.4069407,-66.1063715,Toa Alta,Restaurantes
Cuates Cocina Mexicana,,"6 Carr. Pampanos, Vega Alta, 00692, Puerto Rico",18.4117844,-66.3189945,Toa Alta,Restaurantes
Harry's Taco,,"PR-868, Levittown, Toa Baja 00949, Puerto Rico",18.4460087,-66.1756278,Toa Alta,Restaurantes
Cano's Pizza Palace,,"2830 Av. dos Palmas, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4503645,-66.1760683,Toa Alta,Restaurantes
Mario Pagán Restaurant,,"1110 Magdalena Ave, San Juan, 00907, Puerto Rico",18.4559882,-66.0741977,Toa Alta,Restaurantes
Grappa,,"247 Méndez Vigo Rd, Dorado, 00646, Puerto Rico",18.4586137,-66.2608844,Toa Alta,Restaurantes
Marmalade,,"317 C. de la Fortaleza, San Juan, 00901, Puerto Rico",18.4656092,-66.11331659999999,Toa Alta,Restaurantes
Pizzeria El Pizzarrón,,"carr. 690 Km 5 6, Sabana, Vega Alta 00692, Puerto Rico",18.464484,-66.345529,Toa Alta,Restaurantes
Serafina San Juan Restaurant,,"1077 Ashford Ave, San Juan, 00907, Puerto Rico",18.457206,-66.0744572,Toa Alta,Restaurantes
El Asador The Grill House Old San Juan,,"350 C. de San Francisco, San Juan, 00901, Puerto Rico",18.4661942,-66.1133251,Toa Alta,Restaurantes
Cafeliz,,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Toa Alta,Coffee Shops
Ristretto Café,,"9QFH+P3Q, PR-819, Toa Alta, 00953, Puerto Rico",18.3743368,-66.22227769999999,Toa Alta,Coffee Shops
Séntesis café,,"km2.4 Carretera 804, Galateo, Toa Alta 00953, Puerto Rico",18.357979,-66.2476758,Toa Alta,Coffee Shops
