place_id,nombre,categoria_principal,subcategoria_sugerida
ChIJyZT83AozA4wRUdiUJi3bFSQ,Nahias Boutique,Boutiques,Tienda
ChIJyZT83AozA4wRUdiUJi3bFSQ,Nahias Boutique,Boutiques,Moda
ChIJeTuq4AzdAowRAgZaGg1sL-k,Tada Boutique,Boutiques,Ropa
ChIJeTuq4AzdAowRAgZaGg1sL-k,Tada Boutique,Boutiques,Tienda
ChIJeTuq4AzdAowRAgZaGg1sL-k,Tada Boutique,Boutiques,Moda
ChIJt1S40lWzAowR3PzEvcuNL6w,Aire Gypsy Boutique Cabo Rojo Puerto Rico,Boutiques,Ropa
ChIJt1S40lWzAowR3PzEvcuNL6w,Aire Gypsy Boutique Cabo Rojo Puerto Rico,Boutiques,Tienda
ChIJt1S40lWzAowR3PzEvcuNL6w,Aire Gypsy Boutique Cabo Rojo Puerto Rico,Boutiques,Moda
ChIJoRIPMsduA4wRVIp4IvWJcUI,Valija - Viejo San Juan,Boutiques,Ropa
ChIJoRIPMsduA4wRVIp4IvWJcUI,Valija - Viejo San Juan,Boutiques,Accesorios
ChIJoRIPMsduA4wRVIp4IvWJcUI,Valija - Viejo San Juan,Boutiques,Calzado
ChIJoRIPMsduA4wRVIp4IvWJcUI,Valija - Viejo San Juan,Boutiques,Tienda
ChIJo3p4TmgfA4wRLOUEA6yKlHk,Sola Boutique Barceloneta,Boutiques,Ropa
ChIJo3p4TmgfA4wRLOUEA6yKlHk,Sola Boutique Barceloneta,Boutiques,Tienda
ChIJo3p4TmgfA4wRLOUEA6yKlHk,Sola Boutique Barceloneta,Boutiques,Moda
ChIJ-1eFJhszHYwRwsvo2MwDBzU,Moda & Más boutique,Boutiques,Ropa
ChIJ-1eFJhszHYwRwsvo2MwDBzU,Moda & Más boutique,Boutiques,Tienda
ChIJ-1eFJhszHYwRwsvo2MwDBzU,Moda & Más boutique,Boutiques,Moda
ChIJhd_gTr_VHIwRaUAJ063GLMc,Lush By Becky,Boutiques,Ropa
ChIJhd_gTr_VHIwRaUAJ063GLMc,Lush By Becky,Boutiques,Tienda
ChIJ_yYKJOe_AowRxpwVezfs_o0,In White Boutique,Boutiques,Ropa
ChIJ_yYKJOe_AowRxpwVezfs_o0,In White Boutique,Boutiques,Tienda
ChIJ_yYKJOe_AowRxpwVezfs_o0,In White Boutique,Boutiques,Moda
ChIJu36GR-PVHIwR6U1Bm-qBOYc,Windsor,Boutiques,Ropa
ChIJu36GR-PVHIwR6U1Bm-qBOYc,Windsor,Boutiques,Accesorios
ChIJu36GR-PVHIwR6U1Bm-qBOYc,Windsor,Boutiques,Calzado
ChIJu36GR-PVHIwR6U1Bm-qBOYc,Windsor,Boutiques,Tienda
ChIJ7ahjI13nAowR4nMB-EjlM8A,Sunday Vibes Boutique,Boutiques,Ropa
ChIJ7ahjI13nAowR4nMB-EjlM8A,Sunday Vibes Boutique,Boutiques,Tienda
ChIJ7ahjI13nAowR4nMB-EjlM8A,Sunday Vibes Boutique,Boutiques,Moda
ChIJ1c7W-ADCpaERtNkNmiY7kvw,YC Boutique|Jewelry,Boutiques,Ropa
ChIJ1c7W-ADCpaERtNkNmiY7kvw,YC Boutique|Jewelry,Boutiques,Tienda
ChIJ1c7W-ADCpaERtNkNmiY7kvw,YC Boutique|Jewelry,Boutiques,Accesorios
ChIJ1c7W-ADCpaERtNkNmiY7kvw,YC Boutique|Jewelry,Boutiques,Moda
ChIJB5B2FePVHIwRCUxWRz4M8js,Hefziba Boutique,Boutiques,Ropa
ChIJB5B2FePVHIwRCUxWRz4M8js,Hefziba Boutique,Boutiques,Tienda
ChIJB5B2FePVHIwRCUxWRz4M8js,Hefziba Boutique,Boutiques,Moda
ChIJt-VFqDArHYwRBGbk4zPPHp0,Fashion Fantasy by Aseel,Boutiques,Ropa
ChIJt-VFqDArHYwRBGbk4zPPHp0,Fashion Fantasy by Aseel,Boutiques,Tienda
ChIJt-VFqDArHYwRBGbk4zPPHp0,Fashion Fantasy by Aseel,Boutiques,Moda
ChIJO_qA6itFA4wR5Hp_LYN8X2A,Vou Boutique,Boutiques,Ropa
ChIJO_qA6itFA4wR5Hp_LYN8X2A,Vou Boutique,Boutiques,Tienda
ChIJO_qA6itFA4wR5Hp_LYN8X2A,Vou Boutique,Boutiques,Moda
ChIJb4LfGMduA4wRIF_GjJj9tls,Pure Soul Boutique,Boutiques,Ropa
ChIJb4LfGMduA4wRIF_GjJj9tls,Pure Soul Boutique,Boutiques,Tienda
ChIJb4LfGMduA4wRIF_GjJj9tls,Pure Soul Boutique,Boutiques,Moda
ChIJm6oSefhpA4wRX-hUPpd5SJA,Fashion Gallery Boutique,Boutiques,Ropa
ChIJm6oSefhpA4wRX-hUPpd5SJA,Fashion Gallery Boutique,Boutiques,Tienda
ChIJm6oSefhpA4wRX-hUPpd5SJA,Fashion Gallery Boutique,Boutiques,Moda
ChIJi2JtcrppA4wR9774PfbRcgE,Lou Boutique,Boutiques,Ropa
ChIJi2JtcrppA4wR9774PfbRcgE,Lou Boutique,Boutiques,Tienda
ChIJi2JtcrppA4wR9774PfbRcgE,Lou Boutique,Boutiques,Moda
ChIJLe6BbInVHIwRlot7ZEtSFY0,"Mi Coqui Souvenirs & Gift Shop, Ponce, Puerto Rico, USA.",Boutiques,Tienda
ChIJzZECFfO7AowRJ3R1HeDZIEg,Oh La La Boutique,Boutiques,Ropa
ChIJzZECFfO7AowRJ3R1HeDZIEg,Oh La La Boutique,Boutiques,Tienda
ChIJzZECFfO7AowRJ3R1HeDZIEg,Oh La La Boutique,Boutiques,Moda
ChIJb4FdcgDVHIwRkgos0iXGgFQ,Vitta Boutique,Boutiques,Ropa
ChIJb4FdcgDVHIwRkgos0iXGgFQ,Vitta Boutique,Boutiques,Tienda
ChIJb4FdcgDVHIwRkgos0iXGgFQ,Vitta Boutique,Boutiques,Moda
ChIJRQLt64jVHIwRUGgCiR909AY,Utopia Souvenir Shop,Boutiques,Accesorios
ChIJRQLt64jVHIwRUGgCiR909AY,Utopia Souvenir Shop,Boutiques,Tienda
ChIJNVVVVSErA4wRPYBQ3No5D24,Kinder Haus Boutique Ponce,Boutiques,Ropa
ChIJNVVVVSErA4wRPYBQ3No5D24,Kinder Haus Boutique Ponce,Boutiques,Tienda
ChIJNVVVVSErA4wRPYBQ3No5D24,Kinder Haus Boutique Ponce,Boutiques,Moda
ChIJOYgAUHGzAowRaxb3xMNC_Wo,Sola Boutique Mayaguez Mall,Boutiques,Ropa
ChIJOYgAUHGzAowRaxb3xMNC_Wo,Sola Boutique Mayaguez Mall,Boutiques,Tienda
ChIJOYgAUHGzAowRaxb3xMNC_Wo,Sola Boutique Mayaguez Mall,Boutiques,Moda
ChIJN1HKpZVoA4wRJ2NazLxb3FQ,Rocke Boutique,Boutiques,Ropa
ChIJN1HKpZVoA4wRJ2NazLxb3FQ,Rocke Boutique,Boutiques,Tienda
ChIJN1HKpZVoA4wRJ2NazLxb3FQ,Rocke Boutique,Boutiques,Moda
