url,nombre,categoria_raw,motivo,descripcion_preview
https://pietix.com/a-mi-no-me-gusta-la-pasta,Los Pichy Boys presentan: ¡A Mí No Me Gusta La Pasta!,,Sin fechas concretas mapeables,"Una obra única que recorre los comienzos de Los Pichy Boys, su historia, sus luchas, sus risas y los momentos que los catapultaron a la fama. Descubre las voces que los hicieron legendarios, las anécdotas detrás de sus éxitos y mucho más en un espectáculo lleno de humor, música y"
https://pietix.com/ucp-one-night-revolution,UCP One Night Revolution,,Sin fechas concretas mapeables,Meet & Greet será a las 4:30pm. El evento comienza a las 6:00pm.
