id,source,source_event_id,nombre,descripcion,costo,gratis,lugar,direccion,municipio_id,categoria,enlaceboletos,boletos_por_localidad,imagen,imagen_orientacion,image_crop_mode,image_focus_x,image_focus_y,image_zoom,image_focus_confidence,image_focus_source,activo
67,pietix,men-city-padre-soltero,Men And The City: Se Nos Casa El Padre Soltero,"Men And The City… es una adaptación al teatro del segmento de televisión que se transmite exitosamente por Telemundo en el programa Raymond y Sus Amigos. Este popular paso de comedia se presenta cada martes en la noche y ahora, en una versión mucho más amplia y solo para adultos, el público podrá disfrutar de una nueva situación que hará que los inseparables amigos y personajes vuelvan a la carga. En esta nueva temporada Se nos casa el padre soltero nos presenta la historia de Pedro que ha dedicado su vida a sacar adelante a sus hijos y para sorpresa de todos anuncia que piensa volver a casarse. Entre malentendidos, planes absurdos y situaciones inesperadas veremos como cada personaje afronta la posible boda del padre soltero. Esta será la quinta temporada de Men And The City en el teatro en Puerto Rico y Estados Unidos con un libreto y dirección escénica de Miguel Morales. Reglas Establecidas por la Facilidad: No se permite asistir a la facilidad en pantalones cortos. No se permite asistir a la facilidad en camisillas. No se permite utilizar gorras ni sombreros en la facilidad. No se permite utilizar chancletas en la facilidad. No se permite utilizar cámaras fotográficas ni cámaras de video. No se permite el uso de celulares dentro de la sala. No se permite el acceso a niños menores de 3 años en la facilidad. El uso de mascarillas dentro de la facilidad no es obligatorio. El uso de mascarillas está sujeto a discreción del visitante. Información Importante para los Visitantes: La Sección de Foso es por orden de llegada. Los asientos de Foso no son numerados. Las puertas abren dos (2) horas antes de la hora pautada para la función. Toda venta es final. No se realizan cambios ni devoluciones de boletos. Nos reservamos el derecho de admisión.",desde $35.00,false,Centro de Bellas Artes de Santurce,"Centro de Bellas Artes de Santurce, San Juan, Puerto Rico",65,10,https://pietix.com/men-city-padre-soltero,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920x1080_Pie_Tix_MATC_05c1605d9f.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
68,pietix,sidepiece2,SIDEPIECE,"⏰ 8:00 PM – 2:00 AM Get ready for the return of Sidepiece to Puerto Rico. After a sold-out debut, the duo is back… bigger, louder, and taking over dancefloors worldwide with their viral sound and unstoppable energy. Formed by Nitti Gritti and Party Favor, Sidepiece is the mind behind global hits like On My Mind, Deep End, Cry For You, and has continued to dominate the scene with new releases and their explosive Horny House Tour, selling out cities across the U.S. and beyond. Expect high-energy house, dirty drops, and a nonstop party from start to finish in one of our favorite venues… El Patio. This is not their first time in Puerto Rico… So we're going bigger. 🎟️ Ticket pricing is structured in tiers to reward early buyers. The earlier you purchase, the lower the price. Prices will increase as the event gets closer. Secure your spot now. EVENT RULES Admission is for adults 18+ only. No firearms of any kind are allowed. All attendees will undergo a security check at the entrance. By completing your purchase, you agree to comply with all event rules and conditions. No refunds or exchanges will be provided for tickets once purchased; all sales are final. PROHIBITED ITEMS 🚫 Weapons of any kind (firearms, knives, pepper spray, fireworks, etc.) 🚫 Chewing gum, Illegal substances, drugs, or drug paraphernalia 🚫 Outside food, drinks, or alcohol 🚫 Professional photo, video, or audio recording equipment 🚫 Drones, remote-controlled aircraft, or toys 🚫 Large bags, backpacks (over 12″×12″), and oversized purses 🚫 Tents, large umbrellas, chairs, or blankets 🚫 Glowsticks & illuminated costumes/jewelry 🚫 Pacifiers, dust masks, or gas masks 🚫 Laser pointers, air horns, or noisemakers 🚫 Markers, spray paint, or large chains/spiked jewelry 🚫 Stuffed animals, dolls, or toy guns/water guns 🚫 Aerosol products, liquid makeup, or glass containers 🚫 Bota bags or camelbacks 🚫 LED gloves or microlights used for light shows 🚫 Pets (except service animals)",,false,El Patio Fusion Lounge,"El Patio Fusion Lounge, Dorado, Puerto Rico",26,13,https://pietix.com/sidepiece2,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920x1080_5_6a4c7b324c.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
69,pietix,improjangueo,IMPRO JANGUEO,"IMPRO JANGUEO es un espectáculo de improvisación teatral donde todo comienza con una salida casual entre panas… y termina en las situaciones más inesperadas. El público decide el lugar o tema del jangueo y a partir de ahí, los improvisadores construyen historias cargadas de humor, música, complicaciones, romances fallidos, secretos revelados y decisiones que solo se toman “porque estamos en el momento”.",desde $20.00,false,IMPRO Galería,"IMPRO Galería, San Juan, Puerto Rico",65,10,https://pietix.com/improjangueo,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Impro1920_MARZOABRILWEBP_69d4cff123.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
70,pietix,elcaco-y-elrockero,El Caco & El Rockero,"¡Dos mundos opuestos se unen para quedarse con el punto! El Caco (Julio Martínez) y El Rockero (Angel González) presentan anécdotas absurdas y perspectivas peculiares sobre la vida en Puerto Rico con stand up, invitados especiales, interacciones con el público y más.",desde $17.06,false,PuntoFijo,"PuntoFijo, San Juan, Puerto Rico",65,10,https://pietix.com/elcaco-y-elrockero,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/cr_pietix_1920x1080_682868f496.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
71,pietix,serenata-a-las-reinas,Serenata a Las Reinas,"Serenata a las reinas es una velada musical dedicada a celebrar el amor, la fortaleza y la belleza de las madres a través de las canciones que han marcado generaciones. Este viernes 15 de mayo, el escenario se llenará de emoción con un espectáculo que rinde homenaje a esas melodías que las madres aman: canciones de pasión, nostalgia y grandeza que han acompañado tantas historias de vida. Los ex participantes de la edicion 2025 de Objetivo Fama engalanan la noche con sus imponentes voces la dulzura y la grandeza de la pequeña gigante Noelyz, el garbo y la elegancia de Andrea, y la simpatía, sensibilidad y gallardía de Cristian, se unirán para crear un concierto lleno de sentimiento y momentos memorables. Entre baladas intensas, interpretaciones apasionadas y la cercanía única del espectáculo en vivo, el público vivirá una experiencia íntima y emotiva que celebra a las verdaderas reinas del hogar. Y cuando la emoción alcance su punto más alto, la noche guardará una sorpresa especial: un vibrante mariachi en vivo que acompañará a nuestros artistas en el segmento final, transformando el escenario en una auténtica serenata llena de fiesta, pasión y tradición. Serenata a las Reinas es más que un concierto; es un homenaje musical a quienes nos han dado todo.",desde $20.00,false,PuntoFijo,"PuntoFijo, San Juan, Puerto Rico",65,1,https://pietix.com/serenata-a-las-reinas,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920x1080_6_8b190d4397.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
72,pietix,tombola-estelar-corozal,'Standoperos' La Tómbola @ Corozal,"¡La Tómbola llega a Corozal! ¡Tú pones los temas, nosotros los chistes! La Tómbola de Standoperos es un show de stand-up donde los comediantes improvisan con los temas que tú mismo escribes en los papelitos de La Tómbola. Cada noche es distinta, impredecible y llena de risas junto a los Standoperos Cristiana Sánchez, Titito Sánchez, Ernesto Rolón y Erick Bonilla. Ven, escribe tu tema y sé parte de una noche diferente donde cualquier cosa puede pasar.",desde $27.18,false,Cine Teatro Manuel Nieves Quintero,"Cine Teatro Manuel Nieves Quintero, Corozal, Puerto Rico",24,10,https://pietix.com/tombola-estelar-corozal,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Banners_TOMBOLA_Corozal_7_8ccf621d33.webp,horizontal,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
73,pietix,el-boricua-es-otra-cosa-gira,El Boricua es otra cosa,"""El Boricua es Otra Cosa"" con Gaby Alicea es mucho más que un espectáculo de comedia: es un viaje lleno de risas, cultura y orgullo puertorriqueño. A través de comparaciones ingeniosas y observaciones divertidas, Gaby celebra lo que distingue a los boricuas de cualquier otra cultura. Entre anécdotas, memorias y referencias a Puerto Rico, el público vivirá una experiencia cargada de identidad y buen humor. En esta presentación especial, también dirán presente sus icónicos personajes: Mami, Don Sefe y Boricuita, quienes añadirán su toque único a una noche que promete carcajadas de principio a fin.",desde $30.00,false,Tampa Scottish Rite Masonic Center,"Tampa Scottish Rite Masonic Center, Tampa, Florida",28,10,https://pietix.com/el-boricua-es-otra-cosa-gira,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/gabyboricua2026logo_1f239f2ac5.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
74,pietix,genock-imagen,Genock 'Imagen',"Desde Puerto Rico, Genock Gabriel se ha convertido en una de las voces emergentes más influyentes de la adoración contemporánea. Con un estilo auténtico y una fuerte sensibilidad espiritual, sus presentaciones crean experiencias únicas donde la música se transforma en un encuentro real con Dios. Prepárate para vivir una noche de adoración intensa, conexión y presencia. Boleto VIP incluye: Fila Exclusiva Área Preferencial",desde $30.00,false,Comunidad Aliento,"Comunidad Aliento, Bayamón, Puerto Rico",11,1,https://pietix.com/genock-imagen,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Genock1920_aa4694eb0f.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
75,pietix,la-mudanza-puntofijo,La Mudanza,"¿Qué pasa cuando no estamos listos para los cambios? Pepe y su compañía tienen una gran responsabilidad: mudar a cuatro familias sin problemas ni líos. Sin embargo, cada hogar tiene su situación particular y nada es lo que parece. Entre comedia física, nostalgia y surrealismo, La Mudanza nos recuerda que los cambios de la vida llegan, estemos listos… o no.",desde $20.00,false,PuntoFijo,"PuntoFijo, San Juan, Puerto Rico",65,10,https://pietix.com/la-mudanza-puntofijo,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920_1_b52281a6d3.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
76,pietix,que-madre,¡Qué Madre!,"“¡Qué madre!” llega con Jade y Chris Schwartz en una noche de comedia sin filtro que se siente demasiado real. Entre stand-up y skits en vivo, Chris se convierte en la mamá de Jade: intensa, dramática, metiche… y peligrosamente parecida a la tuya. Prepárate para peleas exageradas, consejos que nadie pidió y momentos que te van a hacer pensar: “ok, esa es mami…” Ríete, identifícate y ven con tus amigaaas, porque este show es pa’ gritar, reírse duro y aceptar que, al final del día… todos tenemos una mai así.",desde $18.00,false,La Foresta Bar y Tapas,"La Foresta Bar y Tapas, Aguada, Puerto Rico",2,10,https://pietix.com/que-madre,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Rosa_Blanco_y_Rojo_Moderno_Dia_de_las_Madres_Post_para_Instagram_1920_x_1080_px_fbed639595.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
77,pietix,y-que-se-joda,Héctor Méndez 'Y Que se Joda',,desde $40.00,false,Sun On the Beach,"Sun On the Beach, Kissimmee, Florida",28,10,https://pietix.com/y-que-se-joda,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Shopping_cart_Y_Q_SE_JODA_575d1304e8.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
78,pietix,mas-turbado-que-tu,Más Turbado...Que Tú,,desde $30.00,false,Studio 58 Café Teatro,"Studio 58 Café Teatro, Guayama, Puerto Rico",30,10,https://pietix.com/mas-turbado-que-tu,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/masturbadologo_WEPB_a485be44e3.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
79,pietix,marine-expo-2026,Marine Expo 2026 & Outdoor Adventures,PUERTO RICO MARINE MAGAZINE PRESENTA: Marine Expo 2026 & Outdoor Adventures EXHIBICIONES DESTACADAS: BOTES Y EMBARCACIONES • JET SKIS Y MOTOS ACUÁTICAS EQUIPO Y ACCESORIOS MARINOS • ROPA Y ESTILO DE VIDA OPERADORES TURÍSTICOS Y DE AVENTURA • ¡Y MUCHO MÁS!,desde $8.94,false,Puerto Rico Convention Center,"Puerto Rico Convention Center, San Juan, Puerto Rico",65,4,https://pietix.com/marine-expo-2026,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Marine_Expo1920x1080_b7887512c5.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
80,pietix,tombola-estelar,'Standoperos' La Tómbola Estelar,"¡Tú pones los temas, nosotros los chistes! La Tómbola de Standoperos es un show de stand-up donde improvisan con los temas que tú mismo escribes en los papelitos de La Tómbola. Una experiencia distinta e impredecible cada noche junto a los Standoperos Cristiana Sánchez, Titito Sánchez, Ernesto Rolón y Erick Bonilla. Pon tu tema y ríete en La Tómbola Estelar. 📍 Teatro Braulio Castillo en Bayamón ⏱️ 8:00PM 🅿️ Estacionamiento Joaquín Montesino es GRATIS",desde $25.18,false,Teatro Braulio Castillo,"Teatro Braulio Castillo, Bayamón, Puerto Rico",11,10,https://pietix.com/tombola-estelar,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/La_Tombola_Estelar_12_13_Shopping_Cart_094f4d13e6.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
81,pietix,soy-menopausica,Soy Menopáusica ¡Y Qué!,,desde $31.46,false,Sun On the Beach,"Sun On the Beach, Kissimmee, Florida",28,9,https://pietix.com/soy-menopausica,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/MARIANMENOPAUSICA_2026_LOGOUSAWEPB_b3f4085455.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
82,pietix,pr-100x35-expo,Puerto Rico 100x35 Expo,"El 100×35 Expo es un festival automotriz y de estilo de vida que celebra la cultura, el talento y la pasión de Puerto Rico por el drift, los autos y la creatividad. Más que un evento, es una plataforma que une a la comunidad a través de motores, arte, música y experiencias, mostrando al mundo el espíritu y la energía de nuestra isla: pequeña en tamaño, pero grande en impacto. SOMOS 100X35EXPO.COM . Sábado, 23 de mayo - Horario: 5:00 PM – 11:00 PM Atracciones: Drift Bash Car Meet bajo las luces Domingo, 24 de mayo - Horario: 12:00 PM – 8:00 PM Atracciones: Exhibición de Drift Car Show Ride Alongs (experiencia de pasajero) Meet & Greets Experiencia VIP para fanáticos Paseo de Exhibidores y Patrocinadores Tarima, Rifas, Dj Curly y más. Mech Tech VIP Experience: Vive el 100×35 Expo desde una experiencia exclusiva diseñada para los verdaderos fanáticos. Incluye: Entrada al 100×35 EXPO el domingo, 24 de mayo. Acceso anticipado al evento a las 11:00 AM (antes de la apertura al público general a las 12:00 PM) Durante este tiempo tendrás la oportunidad de participar en Meet & Greet con pilotos invitados e influencers. Acceso al Mech Tech VIP Lounge, exclusivo para portadores de este boleto. Área privada con DJ en vivo. Bar disponible Vista privilegiada del Drift Exhibition. Acceso a las gradas exclusivas Mech Tech, con protección solar y ubicación preferencial. 1 Ride Along de cortesía (sujeto a disponibilidad y a las normas de seguridad del evento). 1 Camiseta oficial 100×35 EXPO | Mech Tech Experience (Tallas sujetas a disponibilidad). Importante: Estas taquillas son únicamente para espectadores. No incluyen registro de vehículos para Car Show, participación en exhibiciones, ni espacios comerciales. Las taquillas no incluyen Ride Alongs ni experiencias adicionales. El acceso es únicamente para la entrada al área del evento. El estacionamiento es gratuito para todos los asistentes.",desde $15.00,false,Arecibo Motorsport,"Arecibo Motorsport, Arecibo, Puerto Rico",7,4,https://pietix.com/pr-100x35-expo,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/100x35_1920_fe4339e602.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
83,pietix,relacion-es-caguas,Relación-Es,"Una Showferencia - así le llamamos a esta mezcla de show y conferencia que se diseñó para hacerte pensar, reir y sentir. Johnmichael Colón, Yizette Cifredo y Giovanny Rodríguez compartirán lo que para ellos ha marcado la diferencia en sus relaciones: con sus parejas, sus familias, sus entornos… y consigo mismos. Con autenticidad, honestidad y profundo respeto, esta experiencia es una invitación a mirar de frente lo que sentimos y cómo nos vinculamos. Porque siempre hay una mejor manera de relacionarnos… Hay conversaciones que pueden cambiar el rumbo de nuestra vida. Quizás esta sea una de ellas.",desde $11.84,false,Bellas Artes de Caguas,"Bellas Artes de Caguas, Caguas, Puerto Rico",13,9,https://pietix.com/relacion-es-caguas,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920x1080_1_05c6c73ae0.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
84,pietix,dato-curioso,Dato Curioso,"Dato curioso: el ojo humano no ve imágenes completas, el cerebro las reconstruye. En este show, la magia engañará tus sentidos. Lo que ves no siempre es lo que parece, y lo inesperado sucederá frente a tus ojos. Dato Curioso es un espectáculo dinámico, divertido y lleno de asombro para toda la familia. No solo verás ilusiones sorprendentes: también descubrirás datos curiosos que no conocías… y que te van a encantar. No te preocupes por entenderlo todo… tu cerebro ya sabe qué hacer. Solo déjate llevar, sorpréndete y prepárate para una noche donde las ilusiones y los datos curiosos se combinan para crear una experiencia diferente e inolvidable. ¡No te lo puedes perder!",desde $18.56,false,Aqua by Dreams Hotel &amp; Bar &amp; Grill,"Aqua by Dreams Hotel &amp; Bar &amp; Grill, Toa Baja, Puerto Rico",70,9,https://pietix.com/dato-curioso,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/DATO_1920_WEPB_54c65cb74d.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
85,pietix,payaso-flacumbo-studio58,El Show Del Payaso Flacumbo @ Studio58 Ponce,"Celebramos los 30 años de trayectoria de uno de los payasos más queridos del área de Ponce y todo el sur de Puerto Rico. El Payaso Flacumbo ha sido parte de miles de cumpleaños, celebraciones y momentos inolvidables… ¡y ahora te invita a celebrar el suyo! En este espectáculo especial, Flacumbo compartirá anécdotas, experiencias de vida, historias divertidas y los momentos más memorables que ha vivido a lo largo de estas tres décadas llevando alegría a grandes y chicos. Una noche llena de humor, recuerdos y emociones, donde el público será parte de esta gran celebración. Después de tantos años siendo parte de tus fiestas… esta vez tú estás invitado a la suya 🎂.",desde $18.56,false,Studio 58 Comedy Club,"Studio 58 Comedy Club, Ponce, Puerto Rico",58,9,https://pietix.com/payaso-flacumbo-studio58,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/FLACUMBO_1920_X1080_5a63071994.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
86,pietix,en-blanco-y-negro,En Blanco y Negro,,desde $10.00,false,Abracadabra,"Abracadabra, San Juan, Puerto Rico",65,10,https://pietix.com/en-blanco-y-negro,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920blancoynegrojpg_863abbf110.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
87,pietix,kikoblade-penetrado-corozal,Kiko Blade 'Penetrado' @ Corozal,"Al parecer, así como vamos en el mundo, todo se seguirá complicando. Desde pagar todos los billes hasta escoger con quien bailar por ahí. Por eso Kiko Blade llega en esta ocasión, en su vigésima producción Y POR PRIMERA VEZ EN COROZAL, para hablar de todas esas penetraciones que nos quieren complicar la existencia. Un standup comedy que ningún puertorriqueño, y toda persona que sienta y padezca, debe perderse; porque la vida está demasiado dura como para no sacar un rato para reírse y por un instante, dejar de estar penetrado. Obviamente, solo para adult@s. #KikoEsDiferente",desde $30.00,false,Cine Teatro Manuel Nieves Quintero,"Cine Teatro Manuel Nieves Quintero, Corozal, Puerto Rico",24,10,https://pietix.com/kikoblade-penetrado-corozal,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Penetrado1920x1080_bc3b965a0a.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
88,pietix,tributo-al-divo-juangabriel,Tributo Al Divo De Juárez,,desde $25.00,false,Studio 58 Café Teatro,"Studio 58 Café Teatro, Guayama, Puerto Rico",30,9,https://pietix.com/tributo-al-divo-juangabriel,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920divojuarezmayojpg_0a8371944f.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
89,pietix,manolo-in-caguas,Manolo En Caguas,"Señoras y señores… Manolo está de vuelta. Por tercera vez en un año, Manolo regresa al escenario con un show completamente nuevo, lleno de historias que nunca pudo contar antes porque, aparentemente, se fue el tiempo hablando de todo lo demás. Esta vez no hay escapatoria. Caguas será testigo de la verdadera destrucción: temblores, gritos, carcajadas descontroladas y ese tipo de colapso público que solo pasa cuando un comediante puertorriqueño dice exactamente lo que todo el mundo estaba pensando. Prepárense para una noche de historias, locura y risa hasta que duela. Manolo en Caguas. Una noche. Tercera vez. El mismo problema: habla demasiado.",desde $16.50,false,La Mordida Taqueria Mexicana,"La Mordida Taqueria Mexicana, Caguas, Puerto Rico",13,10,https://pietix.com/manolo-in-caguas,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Manolo_Caguas1920wepb_69c29283af.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
90,pietix,sesion-inedita,Festival de Monólogos - Sesión Inédita,"El amor, la equidad, la igualdad de género, la lucha, los cambios sociales, la incomodidad de un país son muchos de los temas que se presentan en esta Segunda Edición del Festival de Monólogos, Sesión inédita. El dramaturgo y director Rafael Pagán presenta a jóvenes dramaturgos y dramaturgas puertorriqueñas con planteamientos, conflictos y nuevas historias que contar. Un teatro jóven con una dimensión artística genuina. No te lo pierdas 29 y 30 de Mayo en Impro Galería.",desde $20.00,false,IMPRO Galería,"IMPRO Galería, San Juan, Puerto Rico",65,10,https://pietix.com/sesion-inedita,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/sesionimpro1920jpg_08e31243c3.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
91,pietix,julio-elcaco,Julio El Caco,"Luego de su nacimiento en dulce compañía openmic, sus 2 presentaciones en la Megapr, ser invitado a participar con Standoperos, su show El Caco y El rokero en Bambalinas café teatro, también en Abracadabra y luego de abrir en el teatro Braulio Castillo de Bayamon para Kiko blade, presentarse en sin numero de openmics en toda la isla. LIega Julio el Caco a Studio58 de Guayama a traernos todos sus chistes y anécdotas en su show del caserio a la comedia. Con comediantes invitados, este próximo mayo 8 y 29 desde las 8pm recuerden… solo para adultos y sin miedo a reir… los esperamos.😉😎",desde $12.75,false,Studio 58 Café Teatro,"Studio 58 Café Teatro, Guayama, Puerto Rico",30,10,https://pietix.com/julio-elcaco,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/julioelcaconueva1920_8538d0c4f6.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
92,pietix,mejor-sola-studio58,Mejor Sola Que Mal Acompañada,,desde $30.50,false,Studio 58 Comedy Club,"Studio 58 Comedy Club, Ponce, Puerto Rico",58,9,https://pietix.com/mejor-sola-studio58,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/MARIAN_1920_8f69c54da3.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
93,pietix,un-abrazo-cultural-2026,Un Banquete de Aquí y de Allá: Un Abrazo Cultural,"La Fundación Cortés anuncia su tercera edición del evento anual de recaudación de fondos que este año se llamará Un Banquete de Aquí y de Allá, Abrazo Cultural donde resaltaremos la relación estrecha que existe entre Puerto Rico y República Dominicana. El evento se llevará a cabo el domingo, 31 de mayo de 2026 a las 5:00 p.m. en la sede del Museo de Arte de Puerto Rico (MAPR). En esta ocasión se une como colaborador la Academia Puertorriqueña de Gastronomía (APUGA). Bajo la coordinación de Chef Augusto Schreiner y el apoyo de APUGA, junto con la cocina de Chef Marisoll del MAPR se estará organizando un evento gastronómico excepcional que incluye Puerto Rico, República Dominicana y la Diáspora Dominicana. Entre los chefs confirmados figuran Augusto Schreiner, Dayanny De La Cruz, Erika Solórzano, Juan Pena, Lorraine Colón, María Franco, María Mercedes Grubb, Chef Marisoll Hernández, Chef Natalia Vallejo, Chef Ricardo de Obaldía y Chef Saverio Stassi. Adlín Ríos Rigau, Walter Otero y Alexis Figueroa se encargarán de la subasta que consistirá de cinco artistas de renombre de cada país. Bajo la dirección musical de Ramón Vázquez Martirena habrá un festival y baile al son de la salsa y el merengue, y ya el famoso Conjunto Quisqueya dijo presente para lo que se suma otra institución icónica de nuestra región. En honor al Día de las Madres en República Dominicana, te invitamos a este evento; ¡el plan perfecto para regalar experiencias y celebrar en Puerto Rico un día especial y por una buena causa! Tu participación en este evento tiene un propósito. Hoy más que nunca, este programa es necesario. Datos recientes de ASSMCA reflejan que: 1 de cada 5 niños en Puerto Rico enfrenta problemas de salud mental. Solo 2 de cada 10 reciben atención a tiempo. 17.2% de los adolescentes ha considerado el suicidio. 19.5% reporta síntomas de depresión. 8.7% experimenta ansiedad. Ante esta realidad, la Fundación Cortés necesita fondos para seguir ofreciendo libre de costo su programa pionero e innovador Educa Cortés: El Arte del Bienestar y la Salud Mental a miles de estudiantes de bajos recursos de las escuelas públicas de la Isla anualmente. Hasta hoy se han transformado aproximadamente 26,000 participantes. Artistas de la Subasta: Ana Sofía Batlle Ángel Borroto Eduardo Cabrer Gisela Colón Gerard Ellis José García Cordero Jun Martínez Manuel Mendoza Sánchez Gustavo Peña Elizabeth Robles Inez Tolentino Gracias a eventos como este, todos pueden ser parte de la solución. ¡Te esperamos!",desde $400.00,false,Museo de Arte de Puerto Rico (MAPR),"Museo de Arte de Puerto Rico (MAPR), San Juan, Puerto Rico",65,1,https://pietix.com/un-abrazo-cultural-2026,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920_CORTES_712c42840c.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
94,pietix,samuel-rivera-intimo,Samuel Rivera 'Íntimo',"El concierto ÍNTIMO con Samuel Rivera promete ser una noche especial llena de música y risas, guiada por la voz y la personalidad particular y jocosa del cantante. Con una trayectoria de muchos años como educador en música, Samuel Rivera se ha destacado dirigiendo un sinnúmero de agrupaciones y colaborando con instituciones muy prestigiosas del país. En esta ocasión, el artista presenta su nuevo proyecto musical con los temas “¿Cómo?” y “Placebo”, dos piezas con un aire caribeño y latino que reflejan el estilo que distingue a Samuel Rivera. Acompañado por sus músicos, llenará la noche de magia, música y mucho amor. El espectáculo contará además con la participación especial del cantautor puertorriqueño Manolo Ramos, junto a otras sorpresas que harán de la velada una experiencia inolvidable. La cita será el 31 de mayo a las 6:00 p. m. en Punto Fijo, Santurce, en una noche que promete ser verdaderamente espectacular.",desde $21.37,false,PuntoFijo,"PuntoFijo, San Juan, Puerto Rico",65,1,https://pietix.com/samuel-rivera-intimo,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/1920_SAMUELINTIMOWEBP_89dff4b7ba.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
95,pietix,solo,Adrián Castellar 'Solo' ... El Stand Up,"🎤 ¡Llegó el que faltaba! Tu abogado, comediante, peñolano y hater favorito: Adrián Castellar, se lanza SOLO al escenario con su primer especial de stand-up. Después de 10 años curtiéndose en cuanto chinchorro de mala muerte encontró, por fin le llegó la hora de brillar… solo (bueno, casi 😏). Y si hay algo garantizado esa noche es risas, risas y más risas. Ir a terapia está caro, lo sabemos. Aquí no prometemos arreglarte la vida… pero sí ayudarte a olvidarla por un rato 😂 Así que trae a tus panas, tu pareja, tu ex, tu vecino… o hasta ese enemigo que te cae mal (quizás se le quita). 🔥 Y para que veas que esto es un mega show: Con la participación de Ángel Lacomba. No te lo pierdas. Este no es un show cualquiera… es EL SHOW.",desde $15.00,false,Studio 58 Café Teatro,"Studio 58 Café Teatro, Guayama, Puerto Rico",30,10,https://pietix.com/solo,false,https://s3.us-east-2.amazonaws.com/cdn.pietix.com/Solo1920_8a24628ba1.webp,unknown,cover,0.50,0.28,1.08,80,pietix_auto_v1,true
